Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1176,Conor Gallagher,ENG,MF,West Brom,Premier League,20,2000,30,2531,84,74.0,28.1,28,89,25,2,18,2,0.63,18,48,-30,-1.07,0.05,22.5,47.7,-25.2,-0.9,-0.01,Matches
1177,Enric Gallego,ESP,FW,Osasuna,La Liga,33,1986,22,806,37,23.6,9.0,8,71,1,14,17,15,0.91,7,9,-2,-0.22,0.09,7.5,12.3,-4.8,-0.54,-0.24,Matches
1178,Kévin Gameiro,FRA,FW,Valencia,La Liga,33,1987,27,1077,40,31.5,12.0,10,73,2,17,20,3,0.96,17,17,0,0.0,0.12,15.1,15.5,-0.4,-0.03,0.34,Matches
1179,Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,30,1989,28,1581,56,46.2,17.6,20,72,8,8,18,5,2.14,33,11,22,1.25,-0.51,31.5,15.2,16.3,0.93,-0.49,Matches
1180,Ignatius Ganago,CMR,FW,Lens,Ligue 1,21,1999,24,1304,54,38.1,14.5,16,70,4,8,23,3,1.33,16,20,-4,-0.28,-0.49,21.1,20.7,0.4,0.03,-0.31,Matches
1181,Aleix García,ESP,MF,Eibar,La Liga,23,1997,11,437,40,12.8,4.9,5,65,0,6,19,9,0.27,2,10,-8,-1.65,-1.2,4.5,8.5,-4.0,-0.83,-0.79,Matches
1182,Álvaro García,ESP,DF,Atlético Madrid,La Liga,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1183,Borja García,ESP,"MF,FW",Huesca,La Liga,29,1990,21,1117,53,32.7,12.4,13,75,3,8,18,14,0.71,11,18,-7,-0.56,-0.1,12.9,12.2,0.7,0.06,0.44,Matches
1184,Dani García,ESP,MF,Athletic Club,La Liga,30,1990,27,1920,71,56.1,21.3,21,82,15,6,31,8,1.22,23,25,-2,-0.09,-0.45,24.9,20.3,4.6,0.22,0.0,Matches
1185,David García,ESP,DF,Osasuna,La Liga,26,1994,35,3150,90,92.1,35.0,35,90,35,0,0,1,1.23,35,41,-6,-0.17,1.5,33.7,45.9,-12.3,-0.35,0.09,Matches
1186,Eric García,ESP,DF,Manchester City,Premier League,19,2001,6,383,64,11.2,4.3,3,90,3,3,38,16,1.67,8,12,-4,-0.94,-2.57,4.4,6.9,-2.5,-0.58,-1.9,Matches
1187,Manu García,ESP,MF,Alavés,La Liga,34,1986,25,1124,45,32.9,12.5,10,86,7,15,18,5,1.15,11,17,-6,-0.48,0.11,13.0,15.2,-2.2,-0.18,0.07,Matches
1188,Raúl García,ESP,"DF,MF",Valladolid,La Liga,31,1989,8,504,63,14.7,5.6,5,83,4,3,29,7,0.88,1,8,-7,-1.25,-0.76,3.6,11.5,-7.9,-1.41,-1.2,Matches
1189,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,34,1986,34,1743,51,51.0,19.4,21,70,8,13,21,0,1.15,21,28,-7,-0.36,-0.95,24.6,19.9,4.7,0.24,0.05,Matches
1190,Rubén García,ESP,"MF,FW",Osasuna,La Liga,27,1993,37,2718,73,79.5,30.2,33,79,9,4,30,0,1.19,29,38,-9,-0.3,-0.04,27.3,39.7,-12.4,-0.41,-0.26,Matches
1191,Sergi García,ESP,MF,Alavés,La Liga,21,1999,2,16,8,0.5,0.2,0,0,0,2,8,5,0.0,0,0,0,0.0,0.56,0.5,0.0,0.5,2.64,2.88,Matches
1192,Unai García,ESP,DF,Osasuna,La Liga,28,1992,17,1242,73,36.3,13.8,13,85,9,4,34,19,1.24,17,22,-5,-0.36,-0.11,16.8,22.9,-6.1,-0.44,-0.13,Matches
1193,Taylor Gardner-Hickman,ENG,FW,West Brom,Premier League,18,2001,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1194,Giovanni Garofani,ITA,GK,Juventus,Serie A,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1195,Juanjo Garrancho,ESP,GK,Cádiz,La Liga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1196,Javier Gasca,ESP,GK,Huesca,La Liga,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1197,Mario Gaspar,ESP,DF,Villarreal,La Liga,29,1990,24,1851,77,54.1,20.6,21,86,17,3,14,1,1.64,34,23,11,0.53,0.25,32.9,21.9,11.0,0.54,0.34,Matches
1198,Manuel Gasparini,ITA,GK,Udinese,Serie A,18,2002,1,3,3,0.1,0.0,0,0,0,1,3,34,0.0,0,0,0,0.0,0.42,0.0,0.0,0.0,0.0,0.24,Matches
1199,Dwight Gayle,ENG,"FW,MF",Newcastle Utd,Premier League,29,1990,18,514,29,15.0,5.7,4,70,1,14,17,9,0.94,5,9,-4,-0.7,-0.33,7.3,8.5,-1.1,-0.2,0.17,Matches
1200,Paulo Gazzaniga,ARG,GK,Elche,La Liga,28,1992,8,720,90,21.1,8.0,8,90,8,0,0,11,1.25,7,9,-2,-0.25,0.38,7.7,9.0,-1.4,-0.17,0.72,Matches
1201,Jean-Philippe Gbamin,CIV,MF,Everton,Premier League,24,1995,1,12,12,0.4,0.1,0,0,0,1,12,0,1.0,0,1,-1,-7.5,-7.5,0.5,0.4,0.1,0.45,0.56,Matches
1202,Yann Gboho,FRA,"MF,FW",Rennes,Ligue 1,19,2001,10,303,30,8.9,3.4,2,63,0,8,22,14,1.1,4,7,-3,-0.89,-1.32,6.3,3.7,2.6,0.77,0.56,Matches
1203,David de Gea,ESP,GK,Manchester Utd,Premier League,29,1990,26,2295,88,67.1,25.5,26,88,25,0,0,7,1.73,46,32,14,0.55,-0.65,37.9,28.5,9.4,0.37,-0.32,Matches
1204,Christian Gebauer,AUT,"MF,FW",Arminia,Bundesliga,26,1993,23,687,30,22.5,7.6,5,74,1,18,18,6,1.17,6,17,-11,-1.44,-0.87,8.0,15.5,-7.5,-0.99,-0.32,Matches
1205,Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,33,1986,34,3032,89,99.1,33.7,34,89,33,0,0,0,0.91,35,56,-21,-0.62,-0.62,33.0,49.7,-16.8,-0.5,0.91,Matches
1206,Emrehan Gedikli,GER,FW,Leverkusen,Bundesliga,17,2003,1,25,25,0.8,0.3,0,0,0,1,25,11,0.0,1,1,0,0.0,-0.42,1.0,0.7,0.3,0.96,0.77,Matches
1207,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,22,1998,9,658,73,21.5,7.3,9,73,3,0,0,0,1.33,10,12,-2,-0.27,-0.27,11.3,13.7,-2.4,-0.33,-0.36,Matches
1208,Joe Gelhardt,ENG,FW,Leeds United,Premier League,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1209,Jérémy Gélin,FRA,"DF,MF",Rennes,Ligue 1,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1210,Ludovico Gelmi,ITA,GK,Atalanta,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1211,Christian Gentner,GER,MF,Union Berlin,Bundesliga,34,1985,22,1033,47,33.8,11.5,13,70,2,9,14,2,1.27,15,12,3,0.26,0.08,15.2,12.1,3.2,0.28,0.22,Matches
1212,Geovanni,ESP,DF,Betis,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1213,Yannick Gerhardt,GER,"MF,FW",Wolfsburg,Bundesliga,26,1994,29,1936,67,63.3,21.5,21,85,16,8,20,5,1.76,39,24,15,0.7,-0.02,29.8,29.4,0.4,0.02,-0.54,Matches
1214,Valère Germain,FRA,FW,Marseille,Ligue 1,30,1990,24,857,36,25.1,9.5,6,76,2,18,22,12,1.42,10,18,-8,-0.84,-1.37,6.2,14.9,-8.7,-0.91,-1.28,Matches
1215,Gervinho,CIV,FW,Parma,Serie A,33,1987,27,2021,75,59.1,22.5,25,77,13,2,46,1,0.56,20,45,-25,-1.11,0.11,21.9,33.9,-11.9,-0.53,0.08,Matches
1216,Max Geschwill,GER,MF,Hoffenheim,Bundesliga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1217,Willem Geubbels,FRA,"FW,MF",Monaco,Ligue 1,18,2001,14,294,21,8.6,3.3,2,45,0,12,17,7,1.5,5,6,-1,-0.31,-1.31,6.3,3.7,2.5,0.77,-0.13,Matches
1218,Hamadi Al Ghaddioui,MAR,"FW,MF",Stuttgart,Bundesliga,29,1990,6,46,8,1.5,0.5,0,0,0,6,8,3,2.0,3,0,3,5.87,5.93,0.8,0.1,0.7,1.45,1.48,Matches
1219,Anwar El Ghazi,NED,FW,Aston Villa,Premier League,25,1995,28,1613,58,47.2,17.9,17,81,6,11,21,6,1.25,23,22,1,0.06,-0.34,26.4,23.7,2.6,0.15,0.27,Matches
1220,Mourad El Ghezouani,MAR,FW,Elche,La Liga,22,1998,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1221,Paolo Ghiglione,ITA,"DF,MF",Genoa,Serie A,23,1997,23,1358,59,39.7,15.1,14,74,7,9,36,15,0.7,18,31,-13,-0.86,-0.95,13.0,22.9,-9.8,-0.65,-0.35,Matches
1222,Andrea Ghion,ITA,MF,Sassuolo,Serie A,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1223,Faouzi Ghoulam,ALG,"DF,FW",Napoli,Serie A,29,1991,11,289,26,8.5,3.2,3,56,1,8,15,11,2.0,5,4,1,0.31,-0.95,5.3,3.8,1.5,0.48,-0.23,Matches
1224,Kieran Gibbs,ENG,DF,West Brom,Premier League,30,1989,10,809,81,23.7,9.0,9,85,8,1,45,7,0.6,10,22,-12,-1.33,-0.34,5.4,19.1,-13.7,-1.52,-0.82,Matches
1225,Morgan Gibbs-White,ENG,"FW,MF",Wolves,Premier League,20,2000,11,414,38,12.1,4.6,4,73,1,7,17,9,0.73,4,6,-2,-0.43,-0.02,5.0,5.0,0.0,-0.01,0.17,Matches
1226,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,28,1991,13,430,33,14.1,4.8,4,84,3,9,11,12,1.15,4,6,-2,-0.42,-0.73,6.4,6.3,0.0,0.01,-0.14,Matches
1227,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,32,1987,34,3060,90,100.0,34.0,34,90,34,0,0,0,1.06,36,54,-18,-0.53,0.0,36.1,55.6,-19.4,-0.57,0.0,Matches
1228,David Gil,ESP,GK,Cádiz,La Liga,26,1994,4,360,90,10.5,4.0,4,90,4,0,0,34,0.25,5,10,-5,-1.25,-0.75,4.2,6.5,-2.4,-0.59,-0.04,Matches
1229,José Antonio Martínez Gil,ESP,DF,Eibar,La Liga,27,1993,0,0,0,0.0,0.0,0,0,0,0,0,13,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1230,Mark Gillespie,ENG,GK,Newcastle Utd,Premier League,28,1992,0,0,0,0.0,0.0,0,0,0,0,0,20,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1231,Billy Gilmour,SCO,MF,Chelsea,Premier League,19,2001,5,261,52,7.6,2.9,3,75,2,2,18,12,1.2,5,2,3,1.03,0.49,4.2,3.3,0.9,0.29,-0.57,Matches
1232,Álvaro Giménez,ESP,"FW,MF",Cádiz,La Liga,29,1991,11,407,37,11.9,4.5,3,73,1,8,23,5,1.27,3,9,-6,-1.33,-0.85,3.5,5.2,-1.7,-0.37,0.2,Matches
1233,Daniel Ginczek,GER,"FW,MF",Wolfsburg,Bundesliga,29,1991,11,215,20,7.0,2.4,1,76,0,10,14,15,1.09,1,4,-3,-1.26,-2.11,2.5,3.2,-0.8,-0.33,-0.58,Matches
1234,Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,26,1994,34,3060,90,100.0,34.0,34,90,34,0,0,0,1.44,64,56,8,0.24,0.0,55.3,44.6,10.6,0.31,0.0,Matches
1235,Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,28,1992,34,2668,78,78.0,29.6,29,87,28,5,29,2,1.09,37,41,-4,-0.13,0.34,40.1,43.5,-3.5,-0.12,0.37,Matches
1236,Olivier Giroud,FRA,FW,Chelsea,Premier League,33,1986,17,748,44,21.9,8.3,8,73,1,9,18,18,1.76,9,5,4,0.48,-0.13,14.4,7.1,7.3,0.88,0.08,Matches
1237,Robert Glatzel,GER,FW,Mainz 05,Bundesliga,26,1994,13,359,28,11.7,4.0,3,59,0,10,18,2,1.77,7,6,1,0.25,0.85,8.3,6.7,1.6,0.41,0.59,Matches
1238,Kamil Glik,POL,DF,Benevento,Serie A,32,1988,36,3206,89,93.7,35.6,36,89,35,0,0,0,0.83,39,73,-34,-0.95,-0.53,41.0,62.3,-21.3,-0.6,0.75,Matches
1239,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,25,1995,27,1644,61,53.7,18.3,20,73,4,7,25,0,2.48,62,20,42,2.3,1.47,47.2,23.4,23.8,1.3,0.6,Matches
1240,Joris Gnagnon,FRA,DF,Sevilla,La Liga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1241,Ben Godfrey,ENG,DF,Everton,Premier League,22,1998,31,2685,87,78.5,29.8,29,90,29,2,38,2,1.52,31,35,-4,-0.13,-0.5,33.0,41.3,-8.3,-0.28,-0.79,Matches
1242,Diego Godín,URU,DF,Cagliari,Serie A,34,1986,28,2508,90,73.3,27.9,28,90,26,0,0,2,1.18,35,41,-6,-0.22,0.77,33.4,39.3,-6.0,-0.21,0.93,Matches
1243,Akaki Gogia,GER,FW,Union Berlin,Bundesliga,28,1992,7,140,20,4.6,1.6,0,0,0,7,20,11,1.71,4,2,2,1.29,1.13,1.7,1.6,0.2,0.11,-0.02,Matches
1244,Amer Gojak,BIH,"MF,FW",Torino,Serie A,23,1997,15,475,32,13.9,5.3,6,55,0,9,16,15,1.0,12,7,5,0.95,1.68,8.1,6.1,2.0,0.38,0.7,Matches
1245,Edoardo Goldaniga,ITA,DF,Genoa,Serie A,26,1993,25,1857,74,54.3,20.6,19,87,17,6,35,11,0.92,23,35,-12,-0.58,-0.64,19.2,31.8,-12.7,-0.61,-0.37,Matches
1246,Vladimir Golemić,SVN,DF,Crotone,Serie A,29,1991,30,2341,78,68.5,26.0,26,87,24,4,19,6,0.5,34,73,-39,-1.5,-0.83,29.0,54.6,-25.6,-0.98,-0.35,Matches
1247,Pierluigi Gollini,ITA,GK,Atalanta,Serie A,25,1995,25,2156,86,63.0,24.0,25,86,23,0,0,7,2.0,55,26,29,1.21,0.21,50.7,27.7,23.0,0.96,0.12,Matches
1248,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,24,1996,21,1069,51,31.3,11.9,12,71,1,9,24,0,2.57,29,8,21,1.77,1.27,20.1,7.6,12.6,1.06,0.25,Matches
1249,Tomislav Gomelt,CRO,MF,Crotone,Serie A,25,1995,2,19,10,0.6,0.2,0,0,0,2,10,1,0.0,0,2,-2,-9.47,-8.28,0.1,0.5,-0.4,-1.84,-0.97,Matches
1250,André Gomes,POR,MF,Everton,Premier League,27,1993,28,1570,56,45.9,17.4,17,76,7,11,26,6,1.61,24,22,2,0.11,0.26,23.8,23.1,0.8,0.04,0.28,Matches
1251,Claudio Gomes,FRA,MF,Manchester City,Premier League,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1252,Anthony Gomez Mancini,FRA,MF,Burnley,Premier League,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1253,Dani Gómez,ESP,FW,Levante,La Liga,22,1998,34,1666,49,48.7,18.5,17,74,2,17,24,4,1.09,22,27,-5,-0.27,0.04,17.2,26.8,-9.6,-0.52,-0.35,Matches
1254,Ibai Gómez,ESP,MF,Athletic Club,La Liga,30,1989,13,424,33,12.4,4.7,4,67,0,9,17,11,1.38,4,5,-1,-0.21,-0.36,4.4,4.0,0.5,0.1,-0.13,Matches
1255,Joe Gomez,ENG,DF,Liverpool,Premier League,23,1997,7,590,84,17.3,6.6,6,85,5,1,80,0,2.0,15,14,1,0.15,-0.64,15.5,9.1,6.4,0.98,0.32,Matches
1256,Maxi Gómez,URU,FW,Valencia,La Liga,23,1996,31,2689,87,78.6,29.9,31,87,20,0,0,1,1.32,40,37,3,0.1,0.84,33.2,42.2,-9.1,-0.3,-0.16,Matches
1257,Moi Gómez,ESP,"MF,FW",Villarreal,La Liga,26,1994,35,2563,73,74.9,28.5,29,84,14,6,22,0,1.57,45,34,11,0.39,-0.14,40.2,32.4,7.8,0.27,-0.42,Matches
1258,Papu Gómez,ARG,"FW,MF",Atalanta,Serie A,32,1988,10,666,67,19.5,7.4,9,70,2,1,38,1,1.5,17,15,2,0.27,-1.07,12.9,11.7,1.3,0.17,-0.92,Matches
1259,Papu Gómez,ARG,"MF,FW",Sevilla,La Liga,32,1988,18,914,51,26.7,10.2,11,71,1,7,19,1,2.11,16,7,9,0.89,0.49,16.2,6.6,9.6,0.95,0.72,Matches
1260,Sergi Gómez,ESP,DF,Sevilla,La Liga,28,1992,9,719,80,21.0,8.0,9,80,5,0,0,24,2.0,11,6,5,0.63,0.13,9.7,7.4,2.4,0.3,-0.15,Matches
1261,Sergio Gómez,ESP,"MF,FW",Huesca,La Liga,19,2000,29,792,27,23.2,8.8,4,73,1,25,20,9,0.83,3,14,-11,-1.25,-0.98,8.2,11.3,-3.0,-0.34,-0.14,Matches
1262,Alfred Gomis,SEN,GK,Dijon,Ligue 1,26,1993,5,450,90,13.2,5.0,5,90,5,0,0,0,0.2,3,10,-7,-1.4,-0.16,3.2,13.3,-10.1,-2.02,-1.01,Matches
1263,Alfred Gomis,SEN,GK,Rennes,Ligue 1,26,1993,22,1980,90,57.9,22.0,22,90,22,0,0,4,1.18,26,25,1,0.05,-0.64,29.2,23.7,5.5,0.25,-0.03,Matches
1264,Maxime Gonalons,FRA,MF,Granada,La Liga,31,1989,25,1480,59,43.3,16.4,18,71,8,7,29,2,1.44,22,28,-6,-0.36,0.19,20.2,25.2,-5.0,-0.3,0.13,Matches
1265,Vagner Gonçalves,CPV,"FW,MF",Metz,Ligue 1,24,1996,26,967,37,28.3,10.7,10,62,0,16,22,4,1.38,17,16,1,0.09,0.28,12.3,15.9,-3.6,-0.34,-0.17,Matches
1266,Álvaro González,ESP,DF,Marseille,Ligue 1,30,1990,32,2831,88,82.8,31.5,32,88,29,0,0,0,1.56,45,38,7,0.22,0.22,43.3,34.3,9.0,0.29,1.4,Matches
1267,Bruno González,ESP,DF,Valladolid,La Liga,30,1990,27,2263,84,66.2,25.1,25,90,25,2,7,8,0.89,22,34,-12,-0.48,0.38,23.9,31.6,-7.7,-0.31,0.24,Matches
1268,Diego González,ESP,DF,Elche,La Liga,25,1995,19,1280,67,37.4,14.2,15,83,12,4,7,9,0.95,11,20,-9,-0.63,-0.13,12.7,19.1,-6.4,-0.45,0.46,Matches
1269,Nicolás González,ARG,"FW,DF",Stuttgart,Bundesliga,22,1998,15,934,62,30.5,10.4,10,76,6,5,35,0,1.2,16,13,3,0.29,0.37,18.7,16.1,2.7,0.26,0.37,Matches
1270,Sergio González,ESP,MF,Cádiz,La Liga,23,1997,1,90,90,2.6,1.0,1,90,1,0,0,0,0.0,0,2,-2,-2.0,-1.46,1.1,0.9,0.2,0.15,0.72,Matches
1271,Urko González,ESP,MF,Real Sociedad,La Liga,19,2001,2,47,24,1.4,0.5,1,45,0,1,2,9,1.0,2,0,2,3.83,3.32,0.4,1.2,-0.8,-1.55,-2.2,Matches
1272,Mace Goodridge,ENG,MF,Burnley,Premier League,20,1999,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1273,Anthony Gordon,ENG,"FW,MF",Everton,Premier League,19,2001,3,88,29,2.6,1.0,1,54,0,2,17,8,2.0,0,0,0,0.0,0.03,0.6,1.0,-0.4,-0.38,-0.28,Matches
1274,Kyron Gordon,ENG,DF,Sheffield Utd,Premier League,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1275,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,25,1995,24,1705,71,55.7,18.9,18,82,12,6,39,0,2.25,61,24,37,1.95,0.76,44.5,22.2,22.3,1.18,0.34,Matches
1276,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,23,1996,32,2382,74,69.6,26.5,28,83,16,4,18,4,1.59,46,23,23,0.87,1.04,45.5,25.1,20.4,0.77,0.48,Matches
1277,Robin Gosens,GER,DF,Atalanta,Serie A,26,1994,32,2523,79,73.8,28.0,30,82,12,2,39,0,2.13,71,33,38,1.36,0.85,55.0,30.0,25.0,0.89,-0.09,Matches
1278,Felix Götze,GER,DF,Augsburg,Bundesliga,22,1998,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1279,Amine Gouiri,FRA,"FW,MF",Nice,Ligue 1,20,2000,34,2747,81,80.3,30.5,31,86,21,3,26,0,1.41,40,40,0,0.0,0.4,39.5,42.0,-2.5,-0.08,0.24,Matches
1280,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,29,1991,32,2835,89,92.6,31.5,32,89,31,0,0,1,1.13,35,48,-13,-0.41,1.59,33.1,50.4,-17.3,-0.55,0.32,Matches
1281,Jonathan Gradit,FRA,DF,Lens,Ligue 1,27,1992,33,2823,86,82.5,31.4,33,86,27,0,0,1,1.55,42,40,2,0.06,0.21,47.3,40.6,6.8,0.22,-0.04,Matches
1282,Jens Grahl,GER,GK,Stuttgart,Bundesliga,31,1988,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1283,Karlan Grant,ENG,"FW,MF",West Brom,Premier League,22,1997,21,1127,54,33.0,12.5,14,71,1,7,20,10,0.43,7,26,-19,-1.52,-0.65,8.8,19.0,-10.2,-0.82,0.12,Matches
1284,Lee Grant,ENG,GK,Manchester Utd,Premier League,37,1983,0,0,0,0.0,0.0,0,0,0,0,0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1285,Alberto Grassi,ITA,"MF,DF",Parma,Serie A,25,1995,23,1177,51,34.4,13.1,13,77,4,10,18,5,0.65,11,28,-17,-1.3,-0.22,12.4,21.8,-9.5,-0.72,-0.24,Matches
1286,Andrew Gravillon,FRA,DF,Lorient,Ligue 1,22,1998,26,2272,87,66.4,25.2,26,87,24,0,0,4,1.04,30,44,-14,-0.55,-0.24,30.6,38.9,-8.3,-0.33,-0.64,Matches
1287,Demarai Gray,ENG,FW,Leicester City,Premier League,24,1996,1,19,19,0.6,0.2,0,0,0,1,19,0,1.0,1,0,1,4.74,4.29,0.3,0.0,0.3,1.33,1.12,Matches
1288,Demarai Gray,ENG,FW,Leverkusen,Bundesliga,24,1996,10,442,44,14.4,4.9,5,67,2,5,21,2,1.0,5,12,-7,-1.43,-2.15,7.7,6.6,1.2,0.24,0.04,Matches
1289,Pier Graziano Gori,ITA,GK,Benevento,Serie A,40,1980,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1290,Adrian Grbić,AUT,FW,Lorient,Ligue 1,23,1996,33,961,29,28.1,10.7,9,64,1,24,16,5,0.94,13,21,-8,-0.75,-0.38,14.3,17.1,-2.7,-0.25,-0.19,Matches
1291,Ivo Grbić,CRO,GK,Atlético Madrid,La Liga,24,1996,0,0,0,0.0,0.0,0,0,0,0,0,35,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1292,Jack Grealish,ENG,"FW,MF",Aston Villa,Premier League,24,1995,26,2185,84,63.9,24.3,24,89,22,2,23,0,1.65,40,28,12,0.49,0.71,37.3,33.6,3.6,0.15,0.4,Matches
1293,Etienne Green,FRA,GK,Saint-Étienne,Ligue 1,20,2000,8,720,90,21.1,8.0,8,90,8,0,0,3,1.63,12,8,4,0.5,1.03,13.6,12.0,1.6,0.2,0.26,Matches
1294,Mason Greenwood,ENG,FW,Manchester Utd,Premier League,18,2001,31,1822,59,53.3,20.2,21,78,7,10,19,4,1.77,39,24,15,0.74,-0.05,31.5,23.5,8.0,0.39,-0.17,Matches
1295,Sam Greenwood,ENG,FW,Leeds United,Premier League,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1296,Michael Gregoritsch,AUT,"FW,MF",Augsburg,Bundesliga,26,1994,24,835,35,27.3,9.3,9,67,1,15,16,7,1.29,11,16,-5,-0.54,-0.01,8.2,16.5,-8.3,-0.9,-0.45,Matches
1297,Clément Grenier,FRA,MF,Rennes,Ligue 1,29,1991,23,1078,47,31.5,12.0,12,73,2,11,18,4,1.57,15,7,8,0.67,0.51,13.7,14.0,-0.3,-0.03,-0.42,Matches
1298,Sebastian Griesbeck,GER,MF,Union Berlin,Bundesliga,29,1990,24,890,37,29.1,9.9,8,77,2,16,17,10,1.58,12,17,-5,-0.51,-1.0,11.8,14.2,-2.4,-0.24,-0.53,Matches
1299,Antoine Griezmann,FRA,"FW,MF",Barcelona,La Liga,29,1991,36,2604,72,76.1,28.9,32,79,12,4,20,2,2.03,66,31,35,1.21,-0.11,58.7,29.0,29.7,1.03,-0.03,Matches
1300,Vincenzo Grifo,ITA,"MF,FW",Freiburg,Bundesliga,27,1993,31,2313,75,75.6,25.7,27,81,8,4,33,1,1.35,44,41,3,0.12,0.48,36.9,39.6,-2.7,-0.1,0.48,Matches
1301,Lennart Grill,GER,GK,Leverkusen,Bundesliga,21,1999,4,360,90,11.8,4.0,4,90,4,0,0,16,0.75,3,7,-4,-1.0,-1.6,7.5,5.3,2.2,0.54,0.38,Matches
1302,Florian Grillitsch,AUT,"MF,DF",Hoffenheim,Bundesliga,24,1995,26,1879,72,61.4,20.9,22,83,15,4,15,0,1.23,33,30,3,0.14,0.52,30.5,31.8,-1.4,-0.07,-0.04,Matches
1303,Christian Groß,GER,"MF,DF",Werder Bremen,Bundesliga,31,1989,23,1468,64,48.0,16.3,17,84,9,6,6,3,0.96,13,31,-18,-1.1,-0.93,14.5,27.1,-12.6,-0.77,-0.51,Matches
