Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Alphonse Areola,FRA,GK,Fulham,Premier League,27,1993,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
127,Santiago Arias,COL,DF,Leverkusen,Bundesliga,28,1992,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
128,Karim Aribi,ALG,FW,Nîmes,Ligue 1,26,1994,3.3,0,9,2,22.2,2.76,0.61,0.0,0.0,12.3,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
129,Unai Arietaleanizbeaskoa,ESP,"FW,MF",Eibar,La Liga,21,1999,0.5,0,1,0,0.0,1.91,0.0,0.0,0.0,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
130,Nicolò Armini,ITA,DF,Lazio,Serie A,19,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
131,Stuart Armstrong,SCO,MF,Southampton,Premier League,28,1992,30.7,4,54,12,22.2,1.76,0.39,0.07,0.33,20.8,0,0,0,3.0,3.0,0.05,1.0,1.0,Matches
132,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26,1994,28.7,3,54,16,29.6,1.88,0.56,0.06,0.19,28.5,12,0,0,2.0,2.0,0.04,1.0,1.0,Matches
133,Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19,2000,1.2,0,4,1,25.0,3.21,0.8,0.0,0.0,9.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
134,Sergio Arribas,ESP,"FW,DF",Real Madrid,La Liga,18,2001,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,25.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
135,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25,1994,6.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
136,Tolgay Arslan,GER,MF,Udinese,Serie A,29,1990,20.2,3,22,6,27.3,1.09,0.3,0.14,0.5,20.8,0,0,0,1.0,1.0,0.05,2.0,2.0,Matches
137,Kwadwo Asamoah,GHA,"DF,MF",Cagliari,Serie A,31,1988,2.5,0,2,1,50.0,0.8,0.4,0.0,0.0,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
138,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,8.5,1,7,3,42.9,0.83,0.35,0.14,0.33,18.7,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches
139,Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
140,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,24,1996,20.8,5,42,11,26.2,2.02,0.53,0.12,0.45,18.2,3,0,0,4.9,4.9,0.12,0.1,0.1,Matches
141,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,1.1,0,1,0,0.0,0.95,0.0,0.0,0.0,25.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
142,Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,31.8,14,43,22,51.2,1.35,0.69,0.21,0.41,15.7,5,5,5,12.5,8.7,0.2,1.5,0.3,Matches
143,Roger Assalé,CIV,"FW,MF",Dijon,Ligue 1,26,1993,9.2,1,11,5,45.5,1.2,0.54,0.09,0.2,16.6,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
144,Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,9.3,0,5,0,0.0,0.54,0.0,0.0,0.0,14.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
145,Youcef Attal,ALG,"DF,MF",Nice,Ligue 1,24,1996,10.6,1,8,5,62.5,0.75,0.47,0.13,0.2,17.6,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
146,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31,1989,25.9,10,56,19,33.9,2.16,0.73,0.14,0.42,13.5,0,2,2,10.6,9.1,0.16,-0.6,-1.1,Matches
147,Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
148,Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,35.7,1,8,2,25.0,0.22,0.06,0.13,0.5,19.4,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
149,Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
150,Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,21.7,0,17,6,35.3,0.78,0.28,0.0,0.0,17.9,3,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
151,Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,17.8,2,14,6,42.9,0.79,0.34,0.14,0.33,16.4,0,0,0,1.4,1.4,0.1,0.6,0.6,Matches
152,Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,1.5,0,3,0,0.0,1.96,0.0,0.0,0.0,19.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
153,Ezequiel Ávila,ARG,"MF,FW",Osasuna,La Liga,26,1994,2.2,0,8,2,25.0,3.56,0.89,0.0,0.0,20.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
154,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,15.1,5,29,13,44.8,1.92,0.86,0.17,0.38,11.2,0,0,0,6.9,6.9,0.24,-1.9,-1.9,Matches
155,Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,5.6,0,1,0,0.0,0.18,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
156,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,28,1991,23.3,1,25,11,44.0,1.07,0.47,0.04,0.09,16.7,0,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
157,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,8.8,0,5,0,0.0,0.57,0.0,0.0,0.0,15.1,2,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
158,Luke Ayling,ENG,DF,Leeds United,Premier League,28,1991,37.8,0,25,6,24.0,0.66,0.16,0.0,0.0,18.6,0,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
159,Ramon Azeez,NGA,"MF,DF",Granada,La Liga,27,1992,1.1,0,2,0,0.0,1.78,0.0,0.0,0.0,13.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
160,César Azpilicueta,ESP,DF,Chelsea,Premier League,30,1989,24.3,1,11,4,36.4,0.45,0.16,0.09,0.25,16.1,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
161,Ludovic Baal,GUF,DF,Brest,Ligue 1,34,1986,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
162,Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.2,0,0,0,3.5,3.5,0.17,1.5,1.5,Matches
163,Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,29.0,0,11,3,27.3,0.38,0.1,0.0,0.0,14.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
164,Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,26.8,1,17,4,23.5,0.64,0.15,0.06,0.25,23.7,0,0,0,0.5,0.5,0.03,0.5,0.5,Matches
165,Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
166,Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,1.5,0,2,1,50.0,1.31,0.66,0.0,0.0,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
167,Miguel Baeza,ESP,"MF,FW",Celta Vigo,La Liga,20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.5,14.1,0,0,0,1.5,1.5,0.16,-0.5,-0.5,Matches
168,Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,18.0,6,57,23,40.4,3.17,1.28,0.11,0.26,16.7,0,0,1,7.4,6.6,0.12,-1.4,-0.6,Matches
169,Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,22,1997,23.8,9,60,23,38.3,2.52,0.97,0.15,0.39,20.5,3,0,0,6.9,6.9,0.11,2.1,2.1,Matches
170,Eric Bailly,CIV,DF,Manchester Utd,Premier League,26,1994,10.2,0,2,0,0.0,0.2,0.0,0.0,0.0,10.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
171,Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
172,Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,21.8,2,16,4,25.0,0.73,0.18,0.13,0.5,16.9,0,0,0,1.1,1.1,0.07,0.9,0.9,Matches
173,Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,18.8,0,2,2,100.0,0.11,0.11,0.0,0.0,14.0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
174,Ridle Baku,GER,"FW,DF",Wolfsburg,Bundesliga,22,1998,29.8,6,34,12,35.3,1.14,0.4,0.18,0.5,18.3,0,0,0,3.3,3.3,0.1,2.7,2.7,Matches
175,Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
176,Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,17,2002,0.6,0,3,2,66.7,4.82,3.21,0.0,0.0,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
177,Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,13.3,1,8,2,25.0,0.6,0.15,0.13,0.5,9.6,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches
178,Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,13.3,7,44,19,43.2,3.31,1.43,0.16,0.37,13.5,0,0,0,5.8,5.8,0.13,1.2,1.2,Matches
179,George Baldock,ENG,DF,Sheffield Utd,Premier League,27,1993,31.0,0,13,2,15.4,0.42,0.06,0.0,0.0,16.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
180,Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,10.2,11,38,19,50.0,3.72,1.86,0.29,0.58,18.2,7,0,0,5.3,5.3,0.15,5.7,5.7,Matches
181,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,18.8,0,3,1,33.3,0.16,0.05,0.0,0.0,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0,Matches
182,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,18.2,2,13,4,30.8,0.72,0.22,0.15,0.5,8.2,0,0,0,1.8,1.8,0.14,0.2,0.2,Matches
183,Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,13.0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
184,Botond Balogh,HUN,DF,Parma,Serie A,18,2002,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
185,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,15.0,0,1,1,100.0,0.07,0.07,0.0,0.0,15.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
186,Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,33.2,6,60,20,33.3,1.81,0.6,0.1,0.3,21.6,1,0,0,4.4,4.4,0.07,1.6,1.6,Matches
187,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,11.6,0,2,1,50.0,0.17,0.09,0.0,0.0,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
188,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,33.9,17,105,45,42.9,3.1,1.33,0.14,0.33,12.7,0,2,2,17.3,15.7,0.15,-0.3,-0.7,Matches
189,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,10.2,0,5,1,20.0,0.49,0.1,0.0,0.0,8.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
190,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,12.7,0,8,2,25.0,0.63,0.16,0.0,0.0,8.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
191,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,15.2,5,36,12,33.3,2.36,0.79,0.11,0.33,13.4,0,1,1,5.9,5.1,0.14,-0.9,-1.1,Matches
192,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,30.7,7,43,15,34.9,1.4,0.49,0.16,0.47,15.3,1,0,0,5.8,5.8,0.13,1.2,1.2,Matches
193,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,29.5,0,13,3,23.1,0.44,0.1,0.0,0.0,13.6,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
194,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,2.8,0,2,0,0.0,0.72,0.0,0.0,0.0,20.0,1,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
195,Barcia,ESP,DF,Granada,La Liga,19,2000,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
196,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,16.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
197,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,18.7,1,36,13,36.1,1.93,0.7,0.03,0.08,20.2,5,0,0,2.9,2.9,0.08,-1.9,-1.9,Matches
198,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,3.0,0,4,0,0.0,1.31,0.0,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
199,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,32.2,3,36,9,25.0,1.12,0.28,0.08,0.33,20.4,0,0,0,2.6,2.6,0.07,0.4,0.4,Matches
200,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
201,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,16.8,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
202,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,17.0,3,38,11,28.9,2.23,0.65,0.08,0.27,18.4,2,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
203,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,0.5,0,1,1,100.0,2.14,2.14,0.0,0.0,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
204,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,10.9,2,19,6,31.6,1.75,0.55,0.11,0.33,20.4,1,0,0,1.6,1.6,0.08,0.4,0.4,Matches
205,Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,14.8,3,39,12,30.8,2.64,0.81,0.05,0.17,15.7,0,1,1,5.1,4.4,0.11,-2.1,-2.4,Matches
206,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,22,1997,21.6,9,55,25,45.5,2.54,1.16,0.16,0.36,16.9,0,0,0,6.2,6.2,0.11,2.8,2.8,Matches
207,Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
208,Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,24.8,0,5,0,0.0,0.2,0.0,0.0,0.0,12.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
209,Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,0.9,0,2,1,50.0,2.12,1.06,0.0,0.0,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
210,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,25.6,2,32,10,31.3,1.25,0.39,0.06,0.2,16.0,0,0,0,3.3,3.3,0.1,-1.3,-1.3,Matches
211,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19.0,0,0,0,1.8,1.8,0.08,1.2,1.2,Matches
212,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,12.3,0,2,0,0.0,0.16,0.0,0.0,0.0,19.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
213,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,32.5,8,90,38,42.2,2.77,1.17,0.09,0.21,20.0,6,0,1,8.9,8.0,0.09,-0.9,0.0,Matches
214,Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,28.7,3,14,5,35.7,0.49,0.17,0.21,0.6,8.2,0,0,0,2.1,2.1,0.15,0.9,0.9,Matches
215,Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,3.6,0,4,0,0.0,1.13,0.0,0.0,0.0,24.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
216,Marc Bartra,ESP,DF,Betis,La Liga,29,1991,18.8,0,11,4,36.4,0.58,0.21,0.0,0.0,18.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
217,Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,4.4,0,4,2,50.0,0.91,0.45,0.0,0.0,23.6,2,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
218,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,32,1988,28.6,0,10,1,10.0,0.35,0.03,0.0,0.0,13.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
219,Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,28.9,4,45,17,37.8,1.56,0.59,0.09,0.24,20.9,7,0,0,3.3,3.3,0.07,0.7,0.7,Matches
220,Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
221,Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,32.5,0,11,2,18.2,0.34,0.06,0.0,0.0,10.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
222,Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,16.9,1,21,4,19.0,1.24,0.24,0.05,0.25,19.8,1,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
223,Bastos,ANG,DF,Lazio,Serie A,29,1991,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
224,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,8.1,2,12,6,50.0,1.48,0.74,0.17,0.33,16.9,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
225,Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,27.7,1,17,5,29.4,0.61,0.18,0.06,0.2,15.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
226,Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,3.9,0,5,1,20.0,1.27,0.25,0.0,0.0,22.6,1,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
227,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
228,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,11.9,2,7,4,57.1,0.59,0.34,0.29,0.5,14.6,0,0,0,1.4,1.4,0.19,0.6,0.6,Matches
229,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,26.3,6,62,21,33.9,2.36,0.8,0.1,0.29,15.3,1,0,0,5.5,5.5,0.09,0.5,0.5,Matches
230,Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,4.1,0,12,3,25.0,2.92,0.73,0.0,0.0,12.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
231,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,29.0,2,11,2,18.2,0.38,0.07,0.18,1.0,9.0,0,0,0,1.2,1.2,0.11,0.8,0.8,Matches
232,Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
233,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,24.4,9,46,19,41.3,1.88,0.78,0.2,0.47,12.3,0,0,0,9.1,9.1,0.2,-0.1,-0.1,Matches
234,Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,30.9,1,11,2,18.2,0.36,0.06,0.09,0.5,8.9,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
235,Sheraldo Becker,NED,"FW,MF",Union Berlin,Bundesliga,25,1995,12.3,3,31,10,32.3,2.52,0.81,0.1,0.3,22.0,0,0,0,2.0,2.0,0.07,1.0,1.0,Matches
236,Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,18.2,0,5,1,20.0,0.27,0.05,0.0,0.0,20.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
237,Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,34.4,1,10,5,50.0,0.29,0.15,0.1,0.2,8.9,0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
238,Donny van de Beek,NED,"MF,FW",Manchester Utd,Premier League,23,1997,5.8,1,2,1,50.0,0.34,0.17,0.5,1.0,18.6,0,0,0,0.3,0.3,0.14,0.7,0.7,Matches
239,Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,14.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
240,Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,0.9,0,2,0,0.0,2.28,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
241,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
242,Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,6.6,0,12,4,33.3,1.81,0.6,0.0,0.0,11.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
243,Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,2001,0.3,0,1,0,0.0,3.0,0.0,0.0,0.0,23.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
244,Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,30.3,0,7,0,0.0,0.23,0.0,0.0,0.0,22.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
245,Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,14.1,1,7,2,28.6,0.5,0.14,0.14,0.5,13.4,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
246,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,8.9,0,29,9,31.0,3.27,1.02,0.0,0.0,18.0,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches
247,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,23.2,1,26,5,19.2,1.12,0.22,0.04,0.2,17.2,0,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
248,Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,23.2,1,15,5,33.3,0.65,0.22,0.07,0.2,19.1,0,0,0,0.8,0.8,0.05,0.2,0.2,Matches
249,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,18.9,1,34,9,26.5,1.8,0.48,0.03,0.11,18.2,0,0,0,3.0,3.0,0.09,-2.0,-2.0,Matches
250,Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,32.1,13,102,34,33.3,3.18,1.06,0.09,0.26,16.9,8,4,5,13.8,9.9,0.1,-0.8,-0.9,Matches
251,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,15.5,3,19,7,36.8,1.22,0.45,0.16,0.43,21.1,0,0,0,1.4,1.4,0.07,1.6,1.6,Matches
252,Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
253,Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,18.9,2,33,11,33.3,1.74,0.58,0.06,0.18,21.4,5,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
254,Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
255,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,29.0,20,68,22,32.4,2.35,0.76,0.15,0.45,16.9,5,10,12,19.2,10.1,0.15,0.8,-0.1,Matches
256,Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,13.5,0,11,4,36.4,0.82,0.3,0.0,0.0,18.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
257,Samy Benchama,FRA,"MF,DF",Montpellier,Ligue 1,20,2000,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
258,Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,10.4,1,9,0,0.0,0.87,0.0,0.0,0.0,16.7,0,1,1,1.2,0.5,0.05,-0.2,-0.5,Matches
259,Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,13.0,0,3,1,33.3,0.23,0.08,0.0,0.0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
260,Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,17.5,5,37,14,37.8,2.11,0.8,0.11,0.29,15.6,0,1,1,7.6,6.9,0.19,-2.6,-2.9,Matches
261,László Bénes,SVK,"MF,FW",Augsburg,Bundesliga,22,1997,7.3,1,8,3,37.5,1.09,0.41,0.13,0.33,20.1,1,0,0,0.4,0.4,0.05,0.6,0.6,Matches
262,László Bénes,SVK,MF,M'Gladbach,Bundesliga,22,1997,1.7,0,2,0,0.0,1.2,0.0,0.0,0.0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
