Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1430,Wesley Lautoa,NCL,"MF,DF",Dijon,Ligue 1,32,1987,17.9,4,0,0,41,16,0,2,29,28,0,0,1,163,21,14,60.0,Matches
1431,Valentino Lazaro,AUT,"DF,FW",M'Gladbach,Bundesliga,24,1996,13.8,3,0,0,8,13,3,26,18,9,0,0,0,105,17,20,45.9,Matches
1432,Darko Lazović,SRB,DF,Hellas Verona,Serie A,29,1990,27.8,3,0,0,10,3,10,96,20,21,0,0,0,228,26,26,50.0,Matches
1433,Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,29.0,2,1,0,26,54,2,91,24,15,0,0,1,166,17,21,44.7,Matches
1434,Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,22,1998,9.1,0,0,0,18,17,1,11,6,6,1,0,0,68,29,25,53.7,Matches
1435,Enzo Le Fée,FRA,"MF,FW",Lorient,Ligue 1,20,2000,20.2,6,0,0,25,41,1,21,27,36,0,0,0,146,2,21,8.7,Matches
1436,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,25.6,0,0,0,16,11,1,57,39,23,0,0,0,177,24,35,40.7,Matches
1437,Maxime Le Marchand,FRA,DF,Fulham,Premier League,30,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1,Matches
1438,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,5,1,0,41,19,2,3,34,21,1,1,0,323,140,62,69.3,Matches
1439,Damien Le Tallec,FRA,"MF,DF",Montpellier,Ligue 1,30,1990,13.6,3,1,0,20,10,0,0,23,7,0,0,1,122,33,23,58.9,Matches
1440,James Lea Siliki,FRA,MF,Rennes,Ligue 1,24,1996,2.8,0,0,0,3,0,0,5,0,4,0,0,0,23,2,2,50.0,Matches
1441,Rafael Leão,POR,FW,Milan,Serie A,21,1999,21.4,5,0,0,28,21,4,35,5,8,1,0,0,79,49,57,46.2,Matches
1442,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,36.8,2,0,0,1,10,0,0,0,0,0,1,0,150,0,0,0.0,Matches
1443,Mathew Leckie,AUS,"FW,DF",Hertha BSC,Bundesliga,29,1991,5.6,0,0,0,11,4,2,6,11,9,0,0,0,50,18,21,46.2,Matches
1444,Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28.0,1,0,0,1,3,0,0,0,0,0,1,0,156,0,0,0.0,Matches
1445,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32.0,0,0,0,1,4,0,0,0,0,0,1,0,172,0,0,0.0,Matches
1446,Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,22.9,3,1,0,37,24,1,16,32,47,0,0,0,187,17,25,40.5,Matches
1447,Lucas Leiva,BRA,MF,Lazio,Serie A,33,1987,23.7,10,0,0,47,25,1,7,45,45,0,0,0,322,53,44,54.6,Matches
1448,Florian Lejeune,FRA,DF,Alavés,La Liga,29,1991,33.5,10,0,0,33,17,2,5,58,29,0,1,0,303,106,51,67.5,Matches
1449,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27,1993,7.2,1,0,0,17,3,2,22,6,8,0,0,0,68,3,9,25.0,Matches
1450,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,15.2,4,0,0,15,23,0,28,12,19,1,0,0,111,7,10,41.2,Matches
1451,Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,18.9,5,0,0,32,15,0,5,43,36,1,0,0,191,19,27,41.3,Matches
1452,Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,21.5,8,0,0,59,23,0,13,30,44,0,2,0,259,30,27,52.6,Matches
1453,Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,27.5,11,2,2,50,33,6,6,35,25,0,2,1,254,65,42,60.7,Matches
1454,Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,34.8,0,1,0,2,4,0,0,0,0,0,0,1,149,0,0,0.0,Matches
1455,Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,25.0,3,0,0,27,19,2,72,33,40,0,0,0,262,40,35,53.3,Matches
1456,Pedro León,ESP,"MF,FW",Eibar,La Liga,33,1986,10.4,2,0,0,10,10,4,41,5,7,0,0,0,68,19,16,54.3,Matches
1457,Sergio León,ESP,FW,Levante,La Liga,31,1989,8.3,0,0,0,14,6,5,4,4,3,0,0,0,41,11,33,25.0,Matches
1458,Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,12.9,0,0,0,16,16,3,2,13,20,0,0,0,136,10,14,41.7,Matches
1459,Mehdi Léris,FRA,"DF,MF",Sampdoria,Serie A,22,1998,4.3,1,0,0,13,3,0,11,12,9,0,0,0,47,9,9,50.0,Matches
1460,Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
1461,Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,Matches
1462,Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,17.4,2,0,0,15,21,0,61,22,27,0,0,0,155,12,7,63.2,Matches
1463,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,4,0,0,41,29,21,22,7,13,2,0,0,116,54,57,48.6,Matches
1464,Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,20.4,4,0,0,18,18,1,32,20,26,0,1,0,153,14,18,43.8,Matches
1465,Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,11.2,4,0,0,26,12,2,4,2,5,0,0,0,31,27,47,36.5,Matches
1466,Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,17,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,Matches
1467,Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,20.3,2,0,0,19,14,0,69,28,31,0,0,0,180,15,30,33.3,Matches
1468,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,33.3,4,0,0,16,35,3,1,44,15,0,0,0,292,68,48,58.6,Matches
1469,Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,24.7,4,0,0,40,23,1,5,28,19,0,0,0,218,65,30,68.4,Matches
1470,Isaac Lihadji,FRA,"MF,DF",Lille,Ligue 1,18,2002,2.2,0,0,0,3,1,1,5,0,6,0,0,0,23,4,6,40.0,Matches
1471,Dimitris Limnios,GRE,"MF,FW",Köln,Bundesliga,22,1998,4.2,0,0,0,5,12,1,9,1,5,0,0,0,28,3,6,33.3,Matches
1472,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,28.7,0,0,0,24,8,1,1,32,16,0,1,0,265,69,36,65.7,Matches
1473,Karol Linetty,POL,MF,Torino,Serie A,25,1995,20.4,5,0,0,31,30,1,7,16,30,0,0,0,166,8,15,34.8,Matches
1474,Jesse Lingard,ENG,"MF,FW",West Ham,Premier League,27,1992,15.8,3,0,0,22,24,6,23,7,10,2,0,0,88,0,6,0.0,Matches
1475,Pol Lirola,ESP,"DF,FW",Fiorentina,Serie A,22,1997,5.5,3,0,0,4,3,1,20,5,5,0,0,0,39,4,5,44.4,Matches
1476,Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,17.3,3,0,0,14,16,0,57,31,15,0,0,0,138,18,11,62.1,Matches
1477,Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,13.8,2,1,0,30,6,0,4,19,19,0,0,1,143,18,19,48.6,Matches
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,1,0,0,15,9,0,2,41,27,0,0,0,117,40,26,60.6,Matches
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,1,66.7,Matches
1480,Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,7.9,2,0,0,21,11,3,1,4,2,0,0,0,37,47,33,58.8,Matches
1481,Fernando Llorente,ESP,"FW,MF",Napoli,Serie A,35,1985,0.6,0,0,0,3,1,0,1,0,0,0,0,0,3,3,3,50.0,Matches
1482,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,25,1995,32.8,6,0,0,59,39,6,72,31,44,0,1,0,237,25,38,39.7,Matches
1483,Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38.0,0,0,0,0,3,0,0,0,0,0,0,0,152,0,0,0.0,Matches
1484,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,10.5,5,0,0,19,20,0,3,8,23,0,0,0,105,11,18,37.9,Matches
1485,Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,1.7,2,0,0,5,2,0,0,1,1,0,0,0,15,2,2,50.0,Matches
1486,Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,32.0,9,0,0,53,48,1,34,43,52,1,1,0,327,53,44,54.6,Matches
1487,Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,12.5,3,0,0,19,27,2,49,23,16,0,0,0,105,10,12,45.5,Matches
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0,Matches
1489,Ruben Loftus-Cheek,ENG,"MF,FW",Fulham,Premier League,24,1996,21.2,3,0,0,29,51,3,13,23,22,1,0,0,134,43,81,34.7,Matches
1490,Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,Matches
1491,Kevin Long,IRL,DF,Burnley,Premier League,29,1990,7.1,2,0,0,8,4,0,1,4,8,0,0,0,88,22,21,51.2,Matches
1492,Shane Long,IRL,"FW,MF",Southampton,Premier League,33,1987,2.3,0,0,0,7,6,3,0,2,0,0,0,0,18,15,14,51.7,Matches
1493,Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,4.2,0,0,0,3,5,0,3,6,3,0,0,0,44,6,5,54.5,Matches
1494,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,15.7,2,0,0,23,21,0,7,19,21,0,0,0,118,12,15,44.4,Matches
1495,Ademola Lookman,ENG,"FW,MF",Fulham,Premier League,22,1997,30.5,5,0,0,46,59,12,64,25,30,0,0,0,200,7,36,16.3,Matches
1496,Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38.0,2,0,0,2,7,0,0,0,0,0,2,2,192,0,0,0.0,Matches
1497,Rony Lopes,POR,"FW,MF",Nice,Ligue 1,24,1995,19.8,1,0,0,15,24,1,37,15,18,0,0,0,110,8,19,29.6,Matches
1498,Pedro López Muñoz,ESP,DF,Huesca,La Liga,36,1983,11.9,2,0,0,14,15,3,38,10,22,0,0,0,98,17,12,58.6,Matches
1499,Adrián López,ESP,"FW,MF",Osasuna,La Liga,32,1988,5.3,0,0,0,4,4,4,7,1,4,0,0,0,34,16,30,34.8,Matches
1500,Javi López,ESP,"DF,MF",Alavés,La Liga,18,2002,2.8,1,1,0,3,3,0,11,6,5,0,0,0,31,3,3,50.0,Matches
1501,Maxime Lopez,FRA,MF,Sassuolo,Serie A,22,1997,20.7,7,0,0,24,22,0,12,23,19,0,0,0,133,4,10,28.6,Matches
1502,Maxime Lopez,FRA,"FW,MF",Marseille,Ligue 1,22,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,1,3,25.0,Matches
1503,Pau López,ESP,GK,Roma,Serie A,25,1994,20.2,0,0,0,0,1,0,0,0,0,0,0,0,97,0,0,0.0,Matches
1504,Roberto López,ESP,"MF,FW",Real Sociedad,La Liga,20,2000,5.6,0,0,0,2,5,1,14,3,2,0,0,0,47,7,11,38.9,Matches
1505,Unai López,ESP,MF,Athletic Club,La Liga,24,1995,15.8,7,0,0,21,21,1,16,11,22,0,0,1,161,8,21,27.6,Matches
1506,Dion Lopy,SEN,MF,Reims,Ligue 1,18,2002,2.8,0,0,0,0,2,0,1,4,1,0,0,0,15,2,1,66.7,Matches
1507,Jordan Lotomba,SUI,DF,Nice,Ligue 1,21,1998,23.6,7,1,1,28,34,2,43,18,19,1,0,0,187,23,23,50.0,Matches
1508,Adrien Louveau,FRA,"DF,MF",Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,Matches
1509,Imran Louza,FRA,MF,Nantes,Ligue 1,21,1999,26.4,4,1,0,36,45,3,30,46,34,0,0,0,274,24,36,40.0,Matches
1510,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,5,0,0,26,9,0,3,19,18,0,1,0,187,56,33,62.9,Matches
1511,Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,6.1,1,0,0,10,3,0,17,3,14,0,0,0,43,5,19,20.8,Matches
1512,Eduard Löwen,GER,"MF,DF",Hertha BSC,Bundesliga,23,1997,0.9,0,0,0,1,0,0,3,1,4,0,0,0,16,0,1,0.0,Matches
1513,Matthew Lowton,ENG,DF,Burnley,Premier League,31,1989,34.0,5,0,0,19,13,0,57,55,36,0,0,0,315,38,24,61.3,Matches
1514,Anthony Lozano,HON,"FW,MF",Cádiz,La Liga,27,1993,16.9,5,0,0,49,32,11,18,3,10,0,0,0,65,57,83,40.7,Matches
1515,Hirving Lozano,MEX,FW,Napoli,Serie A,25,1995,21.8,6,0,0,34,69,11,70,18,20,1,0,0,114,15,22,40.5,Matches
1516,Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21,1999,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,4,8,33.3,Matches
1517,Jean Lucas,BRA,MF,Lyon,Ligue 1,22,1998,1.9,1,0,0,3,2,0,7,3,4,0,1,0,18,1,2,33.3,Matches
1518,Jean Lucas,BRA,MF,Brest,Ligue 1,22,1998,11.2,4,1,1,13,22,0,8,17,14,0,0,0,97,10,15,40.0,Matches
1519,Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23,1997,17.8,5,0,0,26,39,0,10,16,24,0,0,0,195,31,25,55.4,Matches
1520,Jeison Lucumí,COL,FW,Elche,La Liga,25,1995,0.5,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,50.0,Matches
1521,Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20,2000,5.8,1,0,0,7,3,2,7,4,5,0,0,0,48,5,7,41.7,Matches
1522,José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,31.6,6,0,0,31,30,12,96,35,35,0,2,0,259,28,41,40.6,Matches
1523,José Luis Morales,ESP,"FW,MF",Levante,La Liga,33,1987,27.1,3,0,0,17,18,18,75,11,13,0,0,0,125,12,22,35.3,Matches
1524,José Luis Palomino,ARG,DF,Atalanta,Serie A,30,1990,27.0,3,0,0,49,16,2,12,73,43,0,1,0,340,87,42,67.4,Matches
1525,Florentino Luís,POR,MF,Monaco,Ligue 1,20,1999,2.7,1,0,0,4,4,0,1,3,8,0,0,0,22,2,1,66.7,Matches
1526,Luisinho,POR,DF,Huesca,La Liga,35,1985,2.0,1,0,0,0,4,0,1,1,0,0,0,0,16,2,1,66.7,Matches
1527,Luismi,ESP,"MF,DF",Elche,La Liga,28,1992,1.9,0,0,0,6,1,0,1,3,4,0,1,0,17,1,0,100.0,Matches
1528,David Luiz,BRA,DF,Arsenal,Premier League,33,1987,15.5,1,1,0,15,6,1,7,12,9,0,0,0,115,30,12,71.4,Matches
1529,Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,10,1,1,59,49,0,13,33,43,0,2,0,375,40,43,48.2,Matches
1530,Romelu Lukaku,BEL,FW,Inter,Serie A,27,1993,32.0,4,0,0,34,49,19,23,3,5,0,0,0,87,37,62,37.4,Matches
1531,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,22,1997,20.6,4,1,1,34,31,20,26,9,14,0,0,0,110,27,33,45.0,Matches
1532,Saša Lukić,SRB,MF,Torino,Serie A,23,1996,23.4,4,0,0,46,36,2,25,15,28,1,0,0,175,26,56,31.7,Matches
1533,Senad Lulić,BIH,"DF,MF",Lazio,Serie A,34,1986,8.0,1,0,0,13,3,2,23,8,10,0,0,0,57,11,3,78.6,Matches
1534,John Lundstram,ENG,MF,Sheffield Utd,Premier League,26,1994,22.6,8,1,0,24,20,1,31,21,12,0,0,0,171,18,15,54.5,Matches
1535,Sebastiano Luperto,ITA,DF,Crotone,Serie A,23,1996,20.9,5,1,1,28,19,0,0,18,19,0,0,0,164,28,25,52.8,Matches
1536,Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33,1987,30.8,1,0,0,1,3,0,0,0,0,0,1,0,141,0,0,0.0,Matches
1537,Lyanco,BRA,DF,Torino,Serie A,23,1997,21.8,8,0,0,24,13,0,5,50,11,0,1,0,237,43,29,59.7,Matches
1538,Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26,1993,26.9,10,2,2,29,24,2,70,29,15,0,1,0,186,60,35,63.2,Matches
1539,Yann M'Vila,FRA,"MF,FW",Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,Matches
1540,Alexis Mac Allister,ARG,"MF,FW",Brighton,Premier League,21,1998,12.4,1,0,0,19,15,0,7,11,18,0,0,0,102,10,24,29.4,Matches
1541,Darwin Machís,VEN,"FW,MF",Granada,La Liga,27,1993,22.5,1,0,0,32,45,11,67,39,19,0,0,0,146,13,52,20.0,Matches
1542,Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1543,Luca Mack,GER,MF,Stuttgart,Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,Matches
1544,Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21,1998,6.0,2,0,0,11,7,0,13,2,19,0,0,0,65,10,9,52.6,Matches
1545,James Maddison,ENG,"MF,FW",Leicester City,Premier League,23,1996,23.3,4,0,0,19,57,5,40,10,27,2,0,0,149,3,18,14.3,Matches
1546,Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
1547,Pablo Maffeo,ESP,DF,Huesca,La Liga,23,1997,21.8,4,0,0,12,44,2,69,32,22,0,2,0,207,35,28,55.6,Matches
1548,Lisandro Magallán,ARG,DF,Crotone,Serie A,26,1993,24.2,10,0,0,66,14,0,1,36,41,0,1,0,213,46,32,59.0,Matches
1549,Christian Maggio,ITA,DF,Benevento,Serie A,38,1982,3.3,2,0,0,6,7,0,3,2,5,0,0,0,26,5,7,41.7,Matches
1550,Giulio Maggiore,ITA,MF,Spezia,Serie A,22,1998,24.6,3,0,0,58,41,4,24,27,48,0,0,0,180,33,29,53.2,Matches
1551,Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35,1984,4.9,2,0,0,5,6,0,1,5,8,0,0,0,68,3,11,21.4,Matches
1552,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,8,0,0,44,29,0,1,48,12,0,0,1,187,87,37,70.2,Matches
1553,Hugo Magnetti,FRA,MF,Brest,Ligue 1,22,1998,6.7,4,0,0,12,9,0,3,13,16,0,0,0,61,6,5,54.5,Matches
1554,Harry Maguire,ENG,DF,Manchester Utd,Premier League,27,1993,33.9,11,0,0,40,30,1,4,61,18,0,0,0,392,145,42,77.5,Matches
1555,Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20,2000,0.7,0,0,0,1,1,0,0,1,2,0,0,0,5,1,2,33.3,Matches
1556,Hicham Mahou,FRA,DF,Nice,Ligue 1,21,1999,0.4,1,0,0,3,0,0,3,1,1,0,0,0,1,0,0,0.0,Matches
1557,Riyad Mahrez,ALG,FW,Manchester City,Premier League,29,1991,21.7,0,0,0,13,30,7,61,6,15,0,0,0,123,15,18,45.5,Matches
1558,Arne Maier,GER,MF,Arminia,Bundesliga,21,1999,11.5,0,0,0,2,5,2,10,9,14,0,0,0,117,5,5,50.0,Matches
1559,Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
1560,Habib Maïga,CIV,MF,Metz,Ligue 1,24,1996,29.9,9,0,0,63,36,3,17,41,56,1,0,0,329,42,33,56.0,Matches
1561,Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,38.0,1,0,0,2,9,0,0,0,0,0,0,0,195,0,0,0.0,Matches
1562,Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22,1997,5.4,0,0,0,6,3,2,4,13,11,1,0,0,44,5,4,55.6,Matches
1563,Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22,1997,13.7,2,0,0,10,14,0,12,25,14,1,0,0,125,8,22,26.7,Matches
1564,Josh Maja,NGA,"FW,MF",Fulham,Premier League,21,1998,9.0,0,0,0,8,7,2,0,4,6,0,0,0,41,9,36,20.0,Matches
1565,Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,8.9,2,0,0,8,12,2,0,5,2,0,0,0,33,12,20,37.5,Matches
1566,Radosław Majecki,POL,GK,Monaco,Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
1567,Abdul Majeed Waris,GHA,"FW,MF",Strasbourg,Ligue 1,28,1991,6.1,0,0,0,9,19,2,9,3,1,0,0,0,30,2,9,18.2,Matches
1568,Marco Majouga,FRA,"FW,MF",Nîmes,Ligue 1,19,2001,1.2,0,0,0,3,1,1,1,1,0,0,0,0,8,3,2,60.0,Matches
1569,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22,1998,5.8,1,0,0,13,4,0,2,3,7,0,0,0,47,8,0,100.0,Matches
1570,Nemanja Maksimović,SRB,MF,Getafe,La Liga,25,1995,30.3,5,0,0,28,9,0,18,46,35,0,1,0,267,56,58,49.1,Matches
1571,Nikola Maksimović,SRB,DF,Napoli,Serie A,28,1991,13.4,1,0,0,6,6,0,1,16,6,0,0,1,137,37,13,74.0,Matches
1572,Adilson Malanda,FRA,MF,Nîmes,Ligue 1,18,2001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
1573,Filip Malbašić,SRB,"FW,MF",Cádiz,La Liga,27,1992,9.6,2,0,0,17,15,7,14,4,8,0,0,0,39,9,47,16.1,Matches
1574,Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29,1991,2.3,0,0,0,4,1,0,6,2,2,0,0,0,17,2,1,66.7,Matches
1575,Kévin Malcuit,MAR,"MF,FW",Napoli,Serie A,29,1991,0.4,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,33.3,Matches
1576,Daniel Maldini,ITA,"FW,MF",Milan,Serie A,18,2001,0.3,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0,0.0,Matches
1577,Ruslan Malinovskyi,UKR,"FW,MF",Atalanta,Serie A,27,1993,20.8,3,0,0,45,55,1,31,3,17,0,0,0,153,29,28,50.9,Matches
1578,Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,0.6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1579,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,28.9,8,0,0,56,29,6,68,29,37,1,2,0,273,62,57,52.1,Matches
1580,Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,26.0,5,0,0,36,37,0,5,51,36,0,0,0,245,22,31,41.5,Matches
1581,Dennis Man,ROU,"FW,MF",Parma,Serie A,21,1998,7.8,1,0,0,6,7,0,9,6,4,0,0,0,55,9,9,50.0,Matches
1582,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,5.1,1,0,0,8,3,0,1,1,4,0,0,0,36,7,6,53.8,Matches
1583,Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,25.7,4,0,0,16,15,0,42,36,24,0,1,0,205,13,14,48.1,Matches
1584,Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,31.7,10,0,0,67,27,2,10,71,40,0,1,0,241,62,34,64.6,Matches
1585,Steve Mandanda,FRA,GK,Marseille,Ligue 1,35,1985,37.0,1,0,0,0,4,0,0,0,0,0,0,0,195,0,0,0.0,Matches
1586,Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26,1994,24.2,2,1,0,37,35,2,55,55,52,0,0,0,229,51,22,69.9,Matches
1587,Aïssa Mandi,ALG,DF,Betis,La Liga,28,1991,26.6,6,2,1,20,14,3,1,33,20,0,1,0,216,56,28,66.7,Matches
1588,Rolando Mandragora,ITA,MF,Udinese,Serie A,23,1997,4.4,0,0,0,5,4,1,3,3,5,0,1,0,37,6,2,75.0,Matches
1589,Rolando Mandragora,ITA,MF,Torino,Serie A,23,1997,16.9,5,1,1,33,30,1,13,19,17,0,0,0,192,13,13,50.0,Matches
1590,Mario Mandžukić,CRO,FW,Milan,Serie A,34,1986,2.4,1,0,0,9,2,2,2,1,5,0,0,0,8,13,12,52.0,Matches
1591,Sadio Mané,SEN,FW,Liverpool,Premier League,28,1992,31.2,3,0,0,54,78,31,63,15,32,1,0,0,160,28,80,25.9,Matches
1592,Niccolò Manfredini,ITA,GK,Benevento,Serie A,32,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,Matches
1593,Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,3.6,1,0,0,5,2,2,0,4,1,0,0,0,43,18,9,66.7,Matches
1594,Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22,1998,23.4,4,0,0,34,28,0,10,27,18,0,0,0,225,9,13,40.9,Matches
1595,Thomas Mangani,FRA,MF,Angers,Ligue 1,33,1987,29.9,3,0,0,17,24,1,36,33,49,0,0,0,335,31,26,54.4,Matches
1596,Vito Mannone,ITA,GK,Monaco,Ligue 1,32,1988,9.0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0.0,Matches
1597,Kostas Manolas,GRE,DF,Napoli,Serie A,29,1991,25.5,5,0,0,21,12,1,2,26,21,1,1,0,178,50,33,60.2,Matches
1598,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,9.2,1,0,0,7,8,0,20,8,14,0,0,0,75,17,10,63.0,Matches
1599,Juan Manuel Ramos,URU,DF,Spezia,Serie A,23,1996,3.3,1,0,0,3,2,1,2,2,1,0,0,0,23,5,2,71.4,Matches
1600,Myziane Maolida,FRA,"FW,MF",Nice,Ligue 1,21,1999,12.0,2,0,0,18,10,2,23,5,11,0,0,0,50,1,24,4.0,Matches
1601,Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22,1998,13.0,4,0,0,13,18,0,42,12,18,0,0,0,95,14,12,53.8,Matches
1602,Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18,2002,2.5,0,0,0,7,4,1,1,0,3,0,0,0,11,15,6,71.4,Matches
1603,Maranhão,BRA,FW,Valladolid,La Liga,23,1996,13.1,3,0,0,25,26,7,6,1,4,1,0,0,56,42,91,31.6,Matches
1604,Fernando Marçal,BRA,DF,Wolves,Premier League,31,1989,6.9,2,0,0,12,3,0,10,8,4,0,0,0,56,9,11,45.0,Matches
1605,Fernando Marçal,BRA,DF,Lyon,Ligue 1,31,1989,0.9,0,0,0,1,1,0,3,0,0,0,0,0,13,8,1,88.9,Matches
1606,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,11.7,3,0,0,10,15,3,41,9,17,0,1,0,74,5,13,27.8,Matches
