Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
976,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,22,1998,7.3,354,306,48,24,1,60,16,12,23,8,11,1,253,29,72,34,309,4,1,4,292,2,2,6,7,Matches
977,Christian Gentner,GER,MF,Union Berlin,Bundesliga,34,1985,11.5,473,457,16,8,1,89,6,8,0,0,0,0,294,82,97,70,354,34,1,5,373,2,13,9,14,Matches
978,Yannick Gerhardt,GER,"MF,FW",Wolfsburg,Bundesliga,26,1994,21.5,764,724,40,5,2,135,13,25,6,4,1,0,517,124,123,466,196,52,22,7,567,6,15,18,31,Matches
979,Valère Germain,FRA,FW,Marseille,Ligue 1,30,1990,9.5,283,267,16,1,0,75,5,10,0,0,0,0,155,73,55,18,202,25,3,2,204,2,1,9,20,Matches
980,Gervinho,CIV,FW,Parma,Serie A,33,1987,22.5,542,523,19,1,1,98,3,20,0,0,0,0,462,50,30,167,367,1,1,6,444,3,3,15,28,Matches
981,Willem Geubbels,FRA,"FW,MF",Monaco,Ligue 1,18,2001,3.3,108,103,5,1,0,17,2,4,0,0,0,0,71,17,20,13,78,9,1,0,75,0,4,2,6,Matches
982,Hamadi Al Ghaddioui,MAR,"FW,MF",Stuttgart,Bundesliga,29,1990,0.5,15,15,0,0,0,4,0,0,0,0,0,0,6,6,3,5,8,0,0,1,10,0,0,0,0,Matches
983,Anwar El Ghazi,NED,FW,Aston Villa,Premier League,25,1995,17.9,613,570,43,8,2,147,22,61,21,10,7,4,379,109,125,112,423,30,14,6,432,2,8,23,36,Matches
984,Paolo Ghiglione,ITA,"DF,MF",Genoa,Serie A,23,1997,15.1,595,501,94,7,1,71,22,55,4,1,3,0,291,129,175,73,402,23,83,2,401,0,9,14,39,Matches
985,Faouzi Ghoulam,ALG,"DF,FW",Napoli,Serie A,29,1991,3.2,262,214,48,18,0,24,5,19,11,3,5,0,178,44,40,223,11,4,19,0,208,2,6,7,8,Matches
986,Kieran Gibbs,ENG,DF,West Brom,Premier League,30,1989,9.0,309,267,42,4,0,39,1,11,1,0,1,0,156,47,106,221,24,19,37,1,223,2,3,5,7,Matches
987,Morgan Gibbs-White,ENG,"FW,MF",Wolves,Premier League,20,2000,4.6,235,226,9,4,1,51,5,8,1,0,1,0,168,37,30,9,214,8,2,0,190,0,4,13,4,Matches
988,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,28,1991,4.8,248,199,49,9,0,38,4,19,0,0,0,0,110,66,72,168,21,10,40,0,159,2,8,6,11,Matches
989,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,32,1987,34.0,1399,988,411,113,0,110,22,0,0,0,0,0,631,103,665,224,887,0,0,215,974,4,31,14,1,Matches
990,David Gil,ESP,GK,Cádiz,La Liga,26,1994,4.0,123,64,59,22,0,7,5,0,0,0,0,0,9,6,108,82,14,0,0,9,44,0,7,2,0,Matches
991,Billy Gilmour,SCO,MF,Chelsea,Premier League,19,2001,2.9,215,212,3,3,0,37,5,3,0,0,0,0,179,15,21,11,199,3,0,0,192,0,1,4,2,Matches
992,Álvaro Giménez,ESP,"FW,MF",Cádiz,La Liga,29,1991,4.5,93,90,3,0,0,38,1,1,0,0,0,0,46,19,28,49,14,10,0,2,58,0,3,1,7,Matches
993,Daniel Ginczek,GER,"FW,MF",Wolfsburg,Bundesliga,29,1991,2.4,76,75,1,0,0,31,0,1,0,0,0,0,37,22,17,5,48,9,0,2,44,1,2,2,5,Matches
994,Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,26,1994,34.0,2342,2260,82,56,3,176,45,16,0,0,0,0,1681,193,468,326,1847,93,26,6,2009,4,15,42,20,Matches
995,Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,28,1992,29.6,1432,1376,56,51,1,140,39,6,2,1,1,0,1007,146,279,117,1136,119,3,9,1177,2,34,21,20,Matches
996,Olivier Giroud,FRA,FW,Chelsea,Premier League,33,1986,8.3,217,211,6,0,0,51,1,3,0,0,0,0,135,50,32,143,32,17,2,11,161,0,0,13,7,Matches
997,Robert Glatzel,GER,FW,Mainz 05,Bundesliga,26,1994,4.0,143,139,4,0,0,56,1,3,0,0,0,0,87,35,21,24,83,12,0,3,100,1,5,6,9,Matches
998,Kamil Glik,POL,DF,Benevento,Serie A,32,1988,35.6,1265,1196,69,62,0,108,51,1,0,0,0,0,970,89,206,225,929,71,0,9,1135,2,11,12,3,Matches
999,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,25,1995,18.3,858,795,63,15,4,92,20,47,23,10,10,0,637,125,96,188,603,27,20,15,670,6,14,26,38,Matches
1000,Ben Godfrey,ENG,DF,Everton,Premier League,22,1998,29.8,1302,1185,117,14,1,156,16,7,0,0,0,0,966,154,182,95,1016,59,102,4,1102,1,24,22,32,Matches
1001,Diego Godín,URU,DF,Cagliari,Serie A,34,1986,27.9,1499,1402,97,88,0,124,21,6,0,0,0,0,1031,138,330,290,1102,65,3,6,1285,7,21,11,14,Matches
1002,Akaki Gogia,GER,FW,Union Berlin,Bundesliga,28,1992,1.6,57,56,1,1,0,9,1,3,0,0,0,0,38,12,7,21,32,3,0,0,46,0,1,1,3,Matches
1003,Amer Gojak,BIH,"MF,FW",Torino,Serie A,23,1997,5.3,251,224,27,9,0,41,22,15,14,4,10,0,165,21,65,43,190,13,3,0,186,1,3,5,8,Matches
1004,Edoardo Goldaniga,ITA,DF,Genoa,Serie A,26,1993,20.6,878,775,103,22,2,96,21,25,0,0,0,0,508,112,258,79,650,50,81,5,641,4,18,14,23,Matches
1005,Vladimir Golemić,SVN,DF,Crotone,Serie A,29,1991,26.0,1281,1200,81,67,0,149,24,4,0,0,0,0,954,124,203,201,974,60,14,5,1113,3,26,16,7,Matches
1006,Pierluigi Gollini,ITA,GK,Atalanta,Serie A,25,1995,24.0,668,511,157,39,0,49,17,0,0,0,0,0,374,34,260,34,540,0,0,83,504,3,9,6,2,Matches
1007,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,24,1996,11.9,587,488,99,32,4,129,29,36,59,29,22,4,367,71,149,81,479,12,6,3,404,6,20,16,24,Matches
1008,Tomislav Gomelt,CRO,MF,Crotone,Serie A,25,1995,0.2,17,16,1,1,0,1,2,0,0,0,0,0,15,0,2,16,1,0,0,0,16,0,0,0,1,Matches
1009,André Gomes,POR,MF,Everton,Premier League,27,1993,17.4,901,886,15,9,2,105,42,17,3,2,0,0,668,103,130,268,603,11,2,1,750,5,20,29,18,Matches
1010,Dani Gómez,ESP,FW,Levante,La Liga,22,1998,18.5,338,318,20,1,1,99,3,11,0,0,0,0,256,50,32,32,274,18,1,4,256,0,4,18,22,Matches
1011,Ibai Gómez,ESP,MF,Athletic Club,La Liga,30,1989,4.7,161,141,20,9,0,32,8,15,8,1,3,2,92,29,40,22,122,7,3,2,109,1,3,7,3,Matches
1012,Joe Gomez,ENG,DF,Liverpool,Premier League,23,1997,6.6,532,525,7,7,0,65,29,0,0,0,0,0,406,31,95,38,445,31,0,0,480,1,8,1,2,Matches
1013,Maxi Gómez,URU,FW,Valencia,La Liga,23,1996,29.9,557,533,24,0,2,182,29,15,1,0,1,0,258,159,140,39,342,54,1,28,376,2,16,17,20,Matches
1014,Moi Gómez,ESP,"MF,FW",Villarreal,La Liga,26,1994,28.5,1329,1256,73,21,5,223,35,45,47,14,6,0,1000,149,180,429,841,39,5,7,1086,9,7,22,40,Matches
1015,Papu Gómez,ARG,"FW,MF",Atalanta,Serie A,32,1988,7.4,432,396,36,13,1,68,21,6,15,6,6,2,309,34,89,64,350,7,5,5,356,3,7,7,7,Matches
1016,Papu Gómez,ARG,"MF,FW",Sevilla,La Liga,32,1988,10.2,589,557,32,9,4,96,31,23,16,1,9,1,439,54,96,87,477,10,6,4,513,3,2,9,8,Matches
1017,Sergi Gómez,ESP,DF,Sevilla,La Liga,28,1992,8.0,540,532,8,6,0,49,13,0,0,0,0,0,481,20,39,37,481,8,1,1,506,0,2,2,2,Matches
1018,Sergio Gómez,ESP,"MF,FW",Huesca,La Liga,19,2000,8.8,440,367,73,19,0,62,23,36,19,6,8,1,254,89,97,367,26,10,35,2,318,3,11,12,17,Matches
1019,Alfred Gomis,SEN,GK,Dijon,Ligue 1,26,1993,5.0,188,101,87,20,0,7,6,0,0,0,0,0,77,4,107,8,144,0,0,28,120,0,6,1,1,Matches
1020,Alfred Gomis,SEN,GK,Rennes,Ligue 1,26,1993,22.0,669,489,180,48,0,29,13,0,0,0,0,0,410,24,235,49,489,1,1,115,535,1,14,2,1,Matches
1021,Maxime Gonalons,FRA,MF,Granada,La Liga,31,1989,16.4,726,705,21,21,0,140,28,4,0,0,0,0,501,73,152,210,448,33,0,5,602,3,9,13,14,Matches
1022,Vagner Gonçalves,CPV,"FW,MF",Metz,Ligue 1,24,1996,10.7,249,228,21,12,5,55,5,10,2,1,0,1,171,30,48,17,206,13,2,4,189,3,6,4,9,Matches
1023,Álvaro González,ESP,DF,Marseille,Ligue 1,30,1990,31.5,1907,1838,69,62,1,128,44,0,0,0,0,0,1473,132,302,186,1599,87,7,4,1702,2,24,28,13,Matches
1024,Bruno González,ESP,DF,Valladolid,La Liga,30,1990,25.1,764,716,48,46,0,91,27,0,0,0,0,0,487,83,194,102,566,68,2,2,597,1,21,11,12,Matches
1025,Diego González,ESP,DF,Elche,La Liga,25,1995,14.2,726,707,19,19,0,86,13,1,0,0,0,0,573,48,105,364,332,18,0,2,656,2,6,4,5,Matches
1026,Nicolás González,ARG,"FW,DF",Stuttgart,Bundesliga,22,1998,10.4,241,216,25,1,3,50,4,14,1,0,0,0,141,47,53,164,24,18,7,6,148,1,10,11,16,Matches
1027,Sergio González,ESP,MF,Cádiz,La Liga,23,1997,1.0,29,28,1,1,0,8,0,0,0,0,0,0,14,9,6,3,19,6,0,0,20,0,2,0,0,Matches
1028,Urko González,ESP,MF,Real Sociedad,La Liga,19,2001,0.5,30,30,0,0,0,4,0,0,0,0,0,0,26,0,4,0,28,1,0,0,27,0,0,1,0,Matches
1029,Anthony Gordon,ENG,"FW,MF",Everton,Premier League,19,2001,1.0,26,24,2,1,0,4,0,1,0,0,0,0,23,2,1,2,22,0,1,0,22,0,1,0,1,Matches
1030,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,25,1995,18.9,1059,1037,22,16,2,130,34,8,0,0,0,0,781,127,151,66,905,46,3,5,932,2,9,15,17,Matches
1031,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,23,1996,26.5,1433,1138,295,33,1,160,14,62,2,0,0,2,875,299,259,97,1012,50,260,4,1156,7,23,33,44,Matches
1032,Robin Gosens,GER,DF,Atalanta,Serie A,26,1994,28.0,1659,1447,212,16,2,211,25,58,2,1,1,0,1124,318,217,1248,140,43,194,5,1355,2,17,57,53,Matches
1033,Amine Gouiri,FRA,"FW,MF",Nice,Ligue 1,20,2000,30.5,1159,1026,133,26,5,227,45,55,62,31,10,4,865,130,164,58,1043,22,17,2,881,3,17,41,51,Matches
1034,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,29,1991,31.5,1560,1462,98,93,1,199,52,4,0,0,0,0,1035,106,419,155,1294,78,5,6,1254,8,34,28,25,Matches
1035,Jonathan Gradit,FRA,DF,Lens,Ligue 1,27,1992,31.4,1722,1659,63,49,4,151,73,4,0,0,0,0,1371,124,227,43,1576,54,14,5,1520,0,32,37,14,Matches
1036,Karlan Grant,ENG,"FW,MF",West Brom,Premier League,22,1997,12.5,228,211,17,0,1,50,2,9,1,0,0,0,154,44,30,27,165,21,1,6,167,1,1,5,19,Matches
1037,Alberto Grassi,ITA,"MF,DF",Parma,Serie A,25,1995,13.1,461,429,32,13,0,62,7,7,0,0,0,0,306,86,69,61,350,20,19,2,370,2,7,10,12,Matches
1038,Andrew Gravillon,FRA,DF,Lorient,Ligue 1,22,1998,25.2,1180,1134,46,41,1,135,39,7,0,0,0,0,810,113,257,159,947,43,5,0,911,5,32,23,30,Matches
1039,Demarai Gray,ENG,FW,Leicester City,Premier League,24,1996,0.2,11,11,0,0,0,0,1,1,0,0,0,0,10,0,1,0,11,0,0,0,7,0,1,0,3,Matches
1040,Demarai Gray,ENG,FW,Leverkusen,Bundesliga,24,1996,4.9,179,158,21,2,0,33,11,22,12,5,5,0,112,25,42,25,145,2,7,0,120,1,5,4,8,Matches
1041,Adrian Grbić,AUT,FW,Lorient,Ligue 1,23,1996,10.7,214,193,21,0,0,71,3,1,0,0,0,0,135,41,38,17,153,15,0,4,132,1,6,9,21,Matches
1042,Jack Grealish,ENG,"FW,MF",Aston Villa,Premier League,24,1995,24.3,1100,978,122,42,4,223,29,59,45,20,8,3,806,145,149,75,960,16,24,4,864,4,17,36,42,Matches
1043,Etienne Green,FRA,GK,Saint-Étienne,Ligue 1,20,2000,8.0,219,129,90,20,0,5,4,0,0,0,0,0,82,5,132,8,167,0,0,31,133,1,6,1,0,Matches
1044,Mason Greenwood,ENG,FW,Manchester Utd,Premier League,18,2001,20.2,732,725,7,2,2,141,30,30,4,0,0,0,597,58,77,558,162,7,0,1,608,3,3,22,23,Matches
1045,Michael Gregoritsch,AUT,"FW,MF",Augsburg,Bundesliga,26,1994,9.3,265,248,17,2,2,64,7,13,1,1,0,0,143,58,64,163,53,26,4,4,171,6,7,11,13,Matches
1046,Clément Grenier,FRA,MF,Rennes,Ligue 1,29,1991,12.0,904,830,74,37,2,135,40,20,32,12,14,4,659,99,146,146,719,18,2,10,721,0,15,24,24,Matches
1047,Sebastian Griesbeck,GER,MF,Union Berlin,Bundesliga,29,1990,9.9,232,224,8,3,0,37,5,3,1,0,0,0,144,37,51,58,134,25,0,2,172,1,8,5,8,Matches
1048,Antoine Griezmann,FRA,"FW,MF",Barcelona,La Liga,29,1991,28.9,1346,1300,46,10,6,216,26,32,13,1,2,2,1096,138,112,1079,195,37,9,15,1176,3,5,27,29,Matches
1049,Vincenzo Grifo,ITA,"MF,FW",Freiburg,Bundesliga,27,1993,25.7,1139,1005,134,51,6,173,66,62,64,26,25,4,731,141,267,109,964,42,11,4,849,2,18,37,47,Matches
1050,Lennart Grill,GER,GK,Leverkusen,Bundesliga,21,1999,4.0,161,131,30,5,0,8,0,0,0,0,0,0,132,5,24,30,103,0,0,26,144,0,2,1,0,Matches
1051,Florian Grillitsch,AUT,"MF,DF",Hoffenheim,Bundesliga,24,1995,20.9,1413,1344,69,58,2,239,50,11,1,0,0,0,1036,140,237,151,1165,67,9,4,1213,2,11,26,27,Matches
1052,Christian Groß,GER,"MF,DF",Werder Bremen,Bundesliga,31,1989,16.3,860,835,25,21,0,93,11,1,0,0,0,0,666,75,119,91,714,38,2,2,742,3,8,15,11,Matches
1053,Pascal Groß,GER,"MF,DF",Brighton,Premier League,29,1991,27.6,1669,1416,253,64,3,211,100,98,136,47,63,6,1043,198,428,269,1282,48,50,3,1260,6,37,32,38,Matches
1054,Kamil Grosicki,POL,"FW,MF",West Brom,Premier League,32,1988,1.6,49,47,2,0,0,7,1,3,2,1,1,0,34,3,12,8,40,1,0,0,32,0,2,3,0,Matches
1055,Ilia Gruev,BUL,FW,Werder Bremen,Bundesliga,20,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1056,Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,25,1995,23.2,803,790,13,12,1,189,37,1,0,0,0,0,531,103,169,69,681,43,1,2,646,0,25,15,21,Matches
1057,Vicente Guaita,ESP,GK,Crystal Palace,Premier League,33,1987,37.0,1080,659,421,107,0,75,16,0,0,0,0,0,315,39,726,66,780,0,0,147,598,3,25,5,2,Matches
1058,Andrés Guardado,MEX,MF,Betis,La Liga,33,1986,14.6,799,782,17,11,2,121,37,6,1,0,1,0,575,87,137,667,77,33,5,3,673,1,14,16,13,Matches
1059,Sergi Guardiola,ESP,FW,Valladolid,La Liga,29,1991,19.9,513,504,9,1,0,155,20,17,1,1,0,0,282,134,97,346,47,60,0,12,335,2,14,17,37,Matches
1060,Nemanja Gudelj,SRB,"MF,DF",Sevilla,La Liga,28,1991,11.6,774,751,23,22,0,77,14,3,0,0,0,0,669,38,67,36,692,28,1,5,727,2,7,6,2,Matches
1061,Gonçalo Guedes,POR,"MF,FW",Valencia,La Liga,23,1996,25.4,797,759,38,7,4,167,32,54,9,1,2,0,550,115,132,67,686,18,7,8,584,6,14,36,45,Matches
1062,Mattéo Guendouzi,FRA,MF,Hertha BSC,Bundesliga,21,1999,20.2,1022,972,50,38,2,157,43,6,5,0,2,0,799,103,120,83,873,44,7,5,866,7,13,15,29,Matches
1063,Raphaël Guerreiro,POR,DF,Dortmund,Bundesliga,26,1993,24.6,2146,1904,242,34,10,198,30,45,30,13,7,0,1577,314,255,1812,114,34,178,3,1858,3,13,62,44,Matches
1064,Evann Guessand,FRA,FW,Nice,Ligue 1,19,2001,0.3,4,4,0,0,0,2,0,1,0,0,0,0,2,0,2,0,3,0,0,0,2,0,0,0,0,Matches
1065,Kelyan Guessoum,FRA,DF,Nîmes,Ligue 1,21,1999,12.5,558,538,20,19,1,18,20,1,0,0,0,0,465,20,73,74,451,27,1,1,505,2,3,4,3,Matches
1066,Ander Guevara,ESP,MF,Real Sociedad,La Liga,23,1997,23.1,1398,1373,25,22,3,239,25,4,1,0,0,1,1011,187,200,257,1047,66,2,5,1166,3,27,40,25,Matches
1067,Lamine Gueye,SEN,"FW,MF",Metz,Ligue 1,22,1998,16.2,502,471,31,5,0,111,16,38,17,4,8,1,340,69,93,44,407,14,8,5,351,1,13,19,21,Matches
1068,Pape Gueye,FRA,MF,Marseille,Ligue 1,21,1999,22.9,1378,1351,27,23,2,196,42,9,0,0,0,0,1047,104,227,1121,160,63,4,1,1160,4,28,28,26,Matches
1069,John Guidetti,SWE,"FW,MF",Alavés,La Liga,28,1992,2.3,69,61,8,1,1,22,2,1,3,0,3,0,42,15,12,13,44,4,0,1,48,0,0,4,4,Matches
1070,Josuha Guilavogui,FRA,"MF,DF",Wolfsburg,Bundesliga,29,1990,8.3,430,424,6,4,0,53,17,1,0,0,0,0,290,66,74,43,343,27,2,2,361,2,4,9,7,Matches
1071,Frederic Guilbert,FRA,DF,Strasbourg,Ligue 1,25,1994,12.4,652,494,158,27,0,88,26,49,8,3,4,1,308,101,243,64,414,36,123,5,446,3,14,22,31,Matches
1072,Hugo Guillamón,ESP,DF,Valencia,La Liga,20,2000,22.1,1149,1085,64,61,0,137,41,0,0,0,0,0,900,80,169,207,883,28,3,1,1025,2,29,8,9,Matches
1073,Bruno Guimarães,BRA,MF,Lyon,Ligue 1,22,1997,19.5,1461,1417,44,34,6,248,42,7,4,1,0,0,1219,114,128,85,1330,29,6,1,1306,6,18,27,17,Matches
1074,Sehrou Guirassy,FRA,FW,Rennes,Ligue 1,24,1996,19.6,497,471,26,1,3,176,16,5,0,0,0,0,333,98,66,53,354,30,1,11,384,0,9,17,21,Matches
1075,Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,30,1990,33.0,1169,949,220,54,2,76,18,0,0,0,0,0,842,46,281,103,862,1,0,171,1014,1,12,3,1,Matches
1076,Manuel Gulde,GER,DF,Freiburg,Bundesliga,29,1991,21.7,1015,993,22,19,0,139,16,3,0,0,0,0,793,95,127,296,627,53,3,6,898,2,11,8,9,Matches
1077,Robert Gumny,POL,DF,Augsburg,Bundesliga,22,1998,15.3,595,451,144,6,0,94,6,23,0,0,0,0,313,151,131,51,366,27,138,1,444,2,14,22,31,Matches
1078,İlkay Gündoğan,GER,MF,Manchester City,Premier League,29,1990,22.5,1707,1654,53,27,4,191,34,19,20,4,6,1,1425,146,136,504,1159,26,3,6,1553,5,12,25,16,Matches
1079,Christian Günter,GER,DF,Freiburg,Bundesliga,27,1993,34.0,1656,1244,412,57,1,206,89,125,55,28,14,4,780,433,443,1071,235,31,300,4,1203,9,39,36,69,Matches
1080,Koray Günter,GER,DF,Hellas Verona,Serie A,25,1994,19.6,1083,1045,38,37,1,119,31,2,0,0,0,0,782,134,167,128,823,85,1,6,961,2,18,5,5,Matches
1081,Jon Guridi,ESP,MF,Real Sociedad,La Liga,25,1995,9.2,355,348,7,5,0,65,5,3,0,0,0,0,278,36,41,287,34,20,2,1,292,1,7,10,6,Matches
1082,Malo Gusto,FRA,MF,Lyon,Ligue 1,17,2003,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Matches
1083,Raúl Guti,ESP,MF,Elche,La Liga,23,1996,31.8,1282,1240,42,27,1,205,47,14,1,1,0,0,954,136,192,55,1183,29,4,3,1078,4,15,32,26,Matches
1084,Marcos Mauro López Gutiérrez,ARG,DF,Cádiz,La Liga,29,1991,20.3,497,463,34,33,0,54,20,0,0,0,0,0,333,51,113,40,399,37,1,3,421,2,10,2,7,Matches
1085,Miguel Gutiérrez,ESP,DF,Real Madrid,La Liga,19,2001,3.5,280,241,39,3,0,28,3,15,0,0,0,0,207,49,24,221,20,3,36,0,249,0,3,3,9,Matches
1086,Emmanuel Gyasi,GHA,FW,Spezia,Serie A,26,1994,31.7,946,936,10,1,1,229,14,43,2,1,0,0,792,79,75,174,730,12,5,9,788,2,10,23,33,Matches
1087,Erling Haaland,NOR,FW,Dortmund,Bundesliga,20,2000,26.7,490,448,42,0,1,127,4,13,0,0,0,0,341,98,51,330,94,26,1,11,360,5,10,18,20,Matches
1088,Janik Haberer,GER,"MF,FW",Freiburg,Bundesliga,26,1994,5.4,216,212,4,2,0,53,4,5,0,0,0,0,145,33,38,24,165,20,1,0,173,0,5,4,4,Matches
1089,Alexander Hack,GER,DF,Mainz 05,Bundesliga,26,1993,15.2,687,640,47,41,1,90,19,2,0,0,0,0,423,92,172,534,58,53,6,7,530,1,6,8,19,Matches
1090,Antwoine Hackford,ENG,"DF,FW",Sheffield Utd,Premier League,16,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Matches
1091,Munir El Haddadi,MAR,FW,Sevilla,La Liga,24,1995,9.4,345,334,11,3,0,70,14,19,7,0,1,0,256,39,50,291,33,11,1,3,272,0,9,6,13,Matches
1092,André Hahn,GER,"FW,MF",Augsburg,Bundesliga,29,1990,22.6,467,447,20,1,2,152,16,28,0,0,0,0,222,113,132,59,282,49,9,11,262,1,21,27,34,Matches
1093,Amadou Haidara,MLI,"MF,DF",RB Leipzig,Bundesliga,22,1998,21.2,1110,1059,51,4,3,253,20,34,2,1,0,0,770,194,146,122,855,46,45,12,891,5,15,29,31,Matches
1094,Massadio Haïdara,MLI,DF,Lens,Ligue 1,27,1992,23.7,1229,1029,200,40,0,159,29,28,1,0,0,0,824,192,213,905,102,43,159,2,1009,2,22,33,32,Matches
1095,Achraf Hakimi,MAR,DF,Inter,Serie A,21,1998,29.6,1550,1326,224,12,0,163,38,105,2,0,1,0,1078,322,150,189,1120,25,210,1,1279,1,17,48,61,Matches
1096,Sébastien Haller,CIV,FW,West Ham,Premier League,26,1994,10.4,252,242,10,0,1,94,9,4,0,0,0,0,138,58,56,34,158,14,0,3,171,1,5,6,9,Matches
1097,Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,28,1991,18.3,1638,1493,145,32,6,192,19,29,6,2,2,2,1195,228,215,1222,216,51,107,12,1438,4,11,26,21,Matches
1098,Pierre-Yves Hamel,FRA,FW,Lorient,Ligue 1,26,1994,9.4,191,172,19,0,0,62,2,1,0,0,0,0,109,41,41,20,113,22,0,7,124,0,13,6,11,Matches
1099,Romain Hamouma,FRA,FW,Saint-Étienne,Ligue 1,33,1987,19.7,657,554,103,21,1,135,37,42,43,8,25,8,411,109,137,67,536,18,7,8,446,3,26,17,37,Matches
1100,Samir Handanović,SVN,GK,Inter,Serie A,36,1984,36.0,1090,863,227,49,0,114,10,0,0,0,0,0,742,69,279,93,835,1,0,149,938,2,14,6,3,Matches
1101,Lukáš Haraslín,SVK,"FW,MF",Sassuolo,Serie A,24,1996,3.7,142,119,23,4,0,16,7,9,14,4,7,2,101,12,29,21,112,1,5,1,100,0,6,4,5,Matches
1102,Amine Harit,MAR,"MF,FW",Schalke 04,Bundesliga,23,1997,23.3,854,755,99,46,8,127,36,24,39,10,23,2,629,102,123,72,752,11,9,6,640,4,20,34,29,Matches
1103,Rekeem Harper,ENG,MF,West Brom,Premier League,20,2000,0.4,16,16,0,0,0,2,1,0,0,0,0,0,12,2,2,2,12,2,0,0,13,0,0,0,0,Matches
1104,Jack Harrison,ENG,MF,Leeds United,Premier League,23,1996,31.6,1162,1101,61,8,4,196,44,119,37,23,9,0,723,182,257,796,281,39,16,9,788,9,23,40,72,Matches
1105,Marcel Hartel,GER,MF,Arminia,Bundesliga,24,1996,18.7,789,689,100,51,1,156,25,30,22,10,9,0,528,86,175,89,644,33,2,5,589,2,20,27,23,Matches
1106,Makoto Hasebe,JPN,"DF,MF",Eint Frankfurt,Bundesliga,36,1984,25.4,1664,1588,76,72,1,226,34,4,1,1,0,0,1330,157,177,314,1243,70,3,3,1481,5,16,26,12,Matches
1107,Hans Hateboer,NED,DF,Atalanta,Serie A,26,1994,19.6,1007,875,132,13,0,111,9,24,0,0,0,0,727,157,123,178,653,35,119,2,877,1,15,19,18,Matches
1108,Kortney Hause,ENG,DF,Aston Villa,Premier League,25,1995,7.0,216,205,11,11,0,34,9,2,0,0,0,0,126,24,66,149,26,21,0,0,169,0,5,3,3,Matches
1109,Kai Havertz,GER,"MF,FW",Chelsea,Premier League,21,1999,16.9,765,744,21,2,1,174,8,16,1,0,0,0,643,75,47,552,168,19,8,3,659,2,8,17,29,Matches
1110,Isaac Hayden,ENG,"MF,DF",Newcastle Utd,Premier League,25,1995,21.6,790,735,55,20,1,136,16,12,0,0,0,0,545,87,158,111,564,50,22,2,629,2,20,18,32,Matches
1111,Eden Hazard,BEL,"FW,MF",Real Madrid,La Liga,29,1991,5.9,344,336,8,3,1,55,5,6,3,0,1,0,295,34,15,55,278,2,2,4,303,0,1,11,9,Matches
1112,Thorgan Hazard,BEL,"FW,MF",Dortmund,Bundesliga,27,1993,7.3,368,337,31,5,2,46,19,12,12,4,6,0,254,52,62,60,282,10,11,4,303,3,2,12,11,Matches
1113,Jonas Hector,GER,MF,Köln,Bundesliga,30,1990,14.3,569,525,44,19,4,127,13,8,18,6,4,1,350,107,112,347,141,38,6,2,439,2,10,14,9,Matches
1114,Michael Hector,JAM,DF,Fulham,Premier League,28,1992,2.9,175,165,10,9,0,13,2,0,0,0,0,0,109,22,44,20,147,4,1,1,139,0,4,1,4,Matches
1115,Hwang Hee-chan,KOR,"FW,MF",RB Leipzig,Bundesliga,24,1996,5.1,120,113,7,0,1,24,1,4,0,0,0,0,87,18,15,29,75,6,4,2,80,0,1,6,4,Matches
1116,Ahmed Hegazi,EGY,DF,West Brom,Premier League,29,1991,1.0,52,52,0,0,0,3,0,0,0,0,0,0,27,4,21,3,38,9,0,0,37,0,2,0,1,Matches
1117,Dominique Heintz,GER,DF,Freiburg,Bundesliga,26,1993,15.2,975,943,32,26,0,76,50,6,0,0,0,0,733,53,189,751,171,38,6,1,837,4,15,9,12,Matches
1118,Dean Henderson,ENG,GK,Manchester Utd,Premier League,23,1997,12.5,314,201,113,19,0,27,5,0,0,0,0,0,192,10,112,25,218,0,0,61,236,0,7,1,1,Matches
1119,Jordan Henderson,ENG,"MF,DF",Liverpool,Premier League,30,1990,18.9,1812,1768,44,34,5,134,69,14,2,0,1,0,1341,167,304,226,1503,64,6,3,1572,2,16,19,22,Matches
