Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2562,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,23,1997,27.1,34,24,7,15,12,7,28,25.0,21,518,139,26.8,51,214,253,35,1,0,34,18,52,10,0,Matches
2563,Claudio Terzi,ITA,DF,Spezia,Serie A,36,1984,20.8,34,14,21,12,1,17,28,60.7,11,201,74,36.8,100,97,4,34,12,1,22,35,69,80,1,Matches
2564,Kenny Tete,NED,DF,Fulham,Premier League,24,1995,16.5,58,29,33,18,7,15,26,57.7,11,250,79,31.6,121,89,40,30,5,0,25,29,87,61,0,Matches
2565,Kenny Tete,NED,DF,Lyon,Ligue 1,24,1995,0.2,2,1,1,1,0,0,0,0.0,0,4,2,50.0,1,1,2,0,0,0,0,1,3,0,0,Matches
2566,Cedric Teuchert,GER,"FW,MF",Union Berlin,Bundesliga,23,1997,8.4,10,7,1,8,1,2,17,11.8,15,176,51,29.0,25,97,54,14,0,0,14,11,21,6,0,Matches
2567,Florian Thauvin,FRA,"FW,MF",Marseille,Ligue 1,27,1993,30.4,50,24,23,20,7,23,65,35.4,42,426,108,25.4,98,198,130,32,3,0,29,16,66,11,0,Matches
2568,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18,2001,16.1,47,20,27,18,2,15,30,50.0,15,222,65,29.3,116,94,12,29,14,0,15,32,79,80,0,Matches
2569,Jan Thielmann,GER,"FW,MF",Köln,Bundesliga,18,2002,11.4,18,12,4,9,5,2,7,28.6,5,206,59,28.6,29,101,76,12,1,0,11,8,26,4,0,Matches
2570,Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,25,1995,14.0,22,18,8,7,7,8,26,30.8,18,298,92,30.9,79,123,96,18,0,0,18,9,31,5,0,Matches
2571,William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17,2003,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2572,Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,10.8,23,8,11,4,8,6,13,46.2,7,194,59,30.4,75,80,39,28,3,0,25,16,39,26,0,Matches
2573,Romain Thomas,FRA,DF,Angers,Ligue 1,32,1988,33.6,61,38,45,15,1,15,44,34.1,29,339,116,34.2,244,88,7,50,25,0,25,46,107,206,1,Matches
2574,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26,1993,29.2,48,35,16,21,11,10,58,17.2,48,709,213,30.0,108,367,234,41,4,0,37,28,76,6,0,Matches
2575,Erik Thommy,GER,"DF,FW",Stuttgart,Bundesliga,25,1994,3.5,4,0,0,3,1,1,4,25.0,3,57,13,22.8,16,22,19,6,0,0,6,7,11,5,0,Matches
2576,Morten Thorsby,NOR,MF,Sampdoria,Serie A,24,1996,29.4,80,58,35,36,9,16,55,29.1,39,712,215,30.2,269,310,133,65,18,0,47,21,101,43,0,Matches
2577,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22,1997,19.2,22,16,10,6,6,5,18,27.8,13,328,97,29.6,52,157,119,34,3,0,31,20,42,14,0,Matches
2578,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19,2001,16.6,36,22,8,21,7,8,26,30.8,18,247,78,31.6,75,128,44,23,7,0,16,10,46,27,0,Matches
2579,Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,0.1,0,0,0,0,0,0,0,0.0,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0,Matches
2580,Youri Tielemans,BEL,MF,Leicester City,Premier League,23,1997,37.3,77,56,31,30,16,27,95,28.4,68,505,182,36.0,162,245,98,57,11,0,46,36,113,29,0,Matches
2581,Kieran Tierney,SCO,DF,Arsenal,Premier League,23,1997,25.5,29,17,8,13,8,9,28,32.1,19,197,65,33.0,69,80,48,50,11,0,39,20,49,77,0,Matches
2582,Steffen Tigges,GER,FW,Dortmund,Bundesliga,22,1998,0.6,4,3,0,1,3,2,3,66.7,1,23,6,26.1,3,12,8,3,0,0,3,0,4,1,0,Matches
2583,Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,1.4,4,1,2,1,1,2,4,50.0,2,38,9,23.7,8,11,19,2,0,0,2,1,5,2,0,Matches
2584,David Timor,ESP,"MF,DF",Getafe,La Liga,30,1989,15.5,15,8,4,9,2,8,18,44.4,10,118,37,31.4,36,62,20,11,3,1,8,13,28,90,0,Matches
2585,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20,1999,14.8,36,26,26,10,0,22,37,59.5,15,159,62,39.0,102,49,8,21,8,0,13,22,58,80,1,Matches
2586,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27,1992,31.2,16,9,4,5,7,6,35,17.1,29,329,83,25.2,67,135,127,27,3,0,24,26,42,14,0,Matches
2587,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,8.7,17,12,3,13,1,8,25,32.0,17,154,38,24.7,32,87,35,17,1,0,16,3,20,10,0,Matches
2588,Jeremy Toljan,GER,DF,Sassuolo,Serie A,25,1994,16.6,28,16,22,4,2,14,35,40.0,21,235,71,30.2,107,81,47,30,7,0,23,17,45,34,0,Matches
2589,Rafael Tolói,ITA,DF,Atalanta,Serie A,29,1990,28.2,57,33,23,29,5,17,43,39.5,26,336,131,39.0,126,163,47,44,6,0,38,38,95,79,1,Matches
2590,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21,1998,30.2,43,29,28,11,4,17,30,56.7,13,346,122,35.3,174,135,37,59,18,0,41,51,94,145,0,Matches
2591,James Tomkins,ENG,DF,Crystal Palace,Premier League,31,1989,6.1,6,4,4,2,0,5,6,83.3,1,39,11,28.2,30,9,0,8,3,0,5,5,11,52,0,Matches
2592,Fikayo Tomori,ENG,DF,Chelsea,Premier League,22,1997,0.5,3,2,1,2,0,2,2,100.0,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0,Matches
2593,Fikayo Tomori,ENG,DF,Milan,Serie A,22,1997,16.3,33,15,22,10,1,12,21,57.1,9,216,84,38.9,122,83,11,38,21,1,17,21,54,91,1,Matches
2594,Sandro Tonali,ITA,MF,Milan,Serie A,20,2000,14.8,27,14,13,13,1,11,27,40.7,16,303,68,22.4,108,154,41,29,6,0,23,20,47,24,0,Matches
2595,Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30,1990,19.8,37,22,22,15,0,5,18,27.8,13,234,86,36.8,121,93,20,35,15,1,20,18,55,104,1,Matches
2596,Toño,ESP,DF,Levante,La Liga,30,1989,8.1,7,5,5,2,0,4,10,40.0,6,77,25,32.5,42,23,12,11,1,0,10,8,15,17,0,Matches
2597,Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31,1989,21.6,31,13,20,10,1,10,24,41.7,14,163,53,32.5,95,60,8,41,16,0,25,51,82,143,2,Matches
2598,Tyron Tormin,FRA,"MF,FW",Saint-Étienne,Ligue 1,19,2001,0.2,0,0,0,0,0,0,0,0.0,0,7,1,14.3,1,3,3,0,0,0,0,0,0,0,0,Matches
2599,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28,1992,1.9,1,1,0,0,1,0,2,0.0,2,28,5,17.9,2,17,9,5,1,0,4,1,2,1,0,Matches
2600,Lucas Torreira,URU,"MF,FW",Atlético Madrid,La Liga,24,1996,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0,Matches
2601,Ferrán Torres,ESP,"FW,MF",Manchester City,Premier League,20,2000,14.5,15,8,6,6,3,7,22,31.8,15,219,67,30.6,39,93,87,17,1,0,16,7,22,6,0,Matches
2602,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,25,1994,15.6,36,26,13,18,5,17,47,36.2,30,307,92,30.0,67,173,67,28,2,0,26,16,52,5,0,Matches
2603,Pau Torres,ESP,DF,Villarreal,La Liga,23,1997,33.0,17,10,7,8,2,5,15,33.3,10,155,58,37.4,99,47,9,50,27,1,23,30,47,144,3,Matches
2604,Roberto Torres,ESP,"MF,FW",Osasuna,La Liga,31,1989,21.0,14,8,5,6,3,6,26,23.1,20,226,52,23.0,47,115,64,15,0,0,15,20,34,19,0,Matches
2605,Lucas Torró,ESP,MF,Osasuna,La Liga,26,1994,17.2,31,21,7,20,4,17,36,47.2,19,217,79,36.4,65,116,36,23,8,0,15,29,60,58,0,Matches
2606,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22,1997,10.8,13,7,11,1,1,4,11,36.4,7,117,32,27.4,72,35,10,17,2,0,15,20,33,70,4,Matches
2607,Cenk Tosun,TUR,FW,Everton,Premier League,29,1991,0.5,0,0,0,0,0,0,0,0.0,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0,Matches
2608,Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26,1994,18.7,30,20,14,12,4,6,29,20.7,23,283,76,26.9,73,161,49,28,6,0,22,16,46,26,0,Matches
2609,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24,1996,7.8,16,13,6,6,4,8,16,50.0,8,117,37,31.6,36,47,34,15,1,0,14,11,27,20,1,Matches
2610,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23,1997,23.2,51,36,26,22,3,13,33,39.4,20,446,155,34.8,151,239,56,54,7,0,47,40,91,78,2,Matches
2611,Andros Townsend,ENG,"MF,FW",Crystal Palace,Premier League,29,1991,25.1,69,36,39,20,10,26,92,28.3,66,537,134,25.0,242,202,93,61,2,0,59,48,117,12,0,Matches
2612,Conor Townsend,ENG,DF,West Brom,Premier League,27,1993,24.8,56,32,37,14,5,31,54,57.4,23,272,93,34.2,130,102,40,45,16,2,29,40,96,65,1,Matches
2613,Mattéo Tramoni,FRA,"FW,MF",Cagliari,Serie A,20,2000,0.8,2,2,1,0,1,0,1,0.0,1,38,12,31.6,16,13,9,9,0,0,9,1,3,0,0,Matches
2614,Adama Traoré,ESP,FW,Wolves,Premier League,24,1996,29.4,32,23,15,12,5,9,20,45.0,11,346,107,30.9,78,185,83,28,2,0,26,11,43,15,1,Matches
2615,Amadou Traore,FRA,"MF,FW",Bordeaux,Ligue 1,18,2002,3.4,7,4,2,3,2,2,11,18.2,9,74,17,23.0,26,29,19,12,0,0,12,1,8,2,0,Matches
2616,Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24,1995,25.7,26,9,9,8,9,9,39,23.1,30,389,74,19.0,106,157,126,26,1,0,25,23,49,16,0,Matches
2617,Boubacar Traoré,MLI,MF,Metz,Ligue 1,18,2001,0.6,3,2,2,1,0,1,1,100.0,0,11,3,27.3,1,5,5,0,0,0,0,1,4,0,0,Matches
2618,Chaka Traorè,CIV,"DF,FW",Parma,Serie A,15,2004,0.2,0,0,0,0,0,0,0,0.0,0,7,0,0.0,2,4,1,1,0,0,1,0,0,1,0,Matches
2619,Charles Traore,MLI,DF,Nantes,Ligue 1,28,1992,18.9,62,37,33,23,6,27,55,49.1,28,334,131,39.2,163,134,37,46,6,0,40,25,87,87,1,Matches
2620,Cheick Traoré,MLI,DF,Lens,Ligue 1,25,1995,0.4,2,1,1,1,0,2,3,66.7,1,6,1,16.7,3,3,0,2,0,0,2,2,4,3,0,Matches
2621,Hamari Traoré,MLI,DF,Rennes,Ligue 1,28,1992,33.3,74,44,29,36,9,27,74,36.5,47,391,137,35.0,150,159,82,61,4,0,57,61,135,66,1,Matches
2622,Ibrahima Traoré,GUI,"FW,DF",M'Gladbach,Bundesliga,32,1988,1.1,2,1,1,1,0,1,3,33.3,2,22,8,36.4,5,10,7,2,0,0,2,0,2,0,0,Matches
2623,Ismaël Traoré,CIV,DF,Angers,Ligue 1,33,1986,33.3,48,33,30,15,3,17,35,48.6,18,314,112,35.7,208,90,16,43,17,0,26,42,90,148,1,Matches
2624,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30,1990,33.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,1,1,2,3,Matches
2625,Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27,1992,22.6,49,28,31,13,5,23,50,46.0,27,286,102,35.7,128,106,52,33,5,0,28,40,89,61,0,Matches
2626,Trézéguet,EGY,FW,Aston Villa,Premier League,25,1994,13.0,32,18,13,12,7,11,38,28.9,27,304,67,22.0,91,119,94,27,1,0,26,11,43,16,0,Matches
2627,Manu Trigueros,ESP,MF,Villarreal,La Liga,28,1991,28.1,59,35,30,23,6,16,73,21.9,57,594,136,22.9,206,278,110,38,3,0,35,15,74,21,0,Matches
2628,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33,1987,28.6,58,33,40,14,4,22,50,44.0,28,331,108,32.6,164,126,41,46,9,0,37,58,116,92,0,Matches
2629,Francisco Trincão,POR,"FW,MF",Barcelona,La Liga,20,1999,7.8,7,4,1,4,2,1,6,16.7,5,121,26,21.5,23,52,46,3,1,0,2,4,11,2,0,Matches
2630,Alessandro Tripaldelli,ITA,DF,Cagliari,Serie A,21,1999,3.3,11,4,7,3,1,4,6,66.7,2,60,13,21.7,27,25,8,7,0,0,7,4,15,11,0,Matches
2631,Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,29,1990,27.5,66,37,39,17,10,25,57,43.9,32,341,110,32.3,147,136,58,51,5,0,46,38,104,63,1,Matches
2632,Leandro Trossard,BEL,"FW,MF",Brighton,Premier League,25,1994,29.0,27,20,7,16,4,6,31,19.4,25,425,131,30.8,104,173,148,41,4,0,37,24,51,5,0,Matches
2633,Alexis Trouillet,FRA,MF,Nice,Ligue 1,19,2000,1.2,6,4,1,5,0,3,4,75.0,1,22,6,27.3,3,16,3,1,0,0,1,1,7,0,0,Matches
2634,Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,18,2001,21.7,39,22,17,14,8,12,30,40.0,18,309,89,28.8,111,119,79,47,5,0,42,18,57,52,2,Matches
2635,Marvin Tshibuabua,FRA,DF,Saint-Étienne,Ligue 1,18,2002,0.5,1,0,1,0,0,0,0,0.0,0,4,2,50.0,3,1,0,3,0,0,3,1,2,2,0,Matches
2636,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,24,1996,0.1,0,0,0,0,0,0,0,0.0,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0,Matches
2637,Axel Tuanzebe,ENG,DF,Manchester Utd,Premier League,22,1997,4.5,10,5,5,4,1,6,8,75.0,2,58,16,27.6,36,19,3,14,7,0,7,4,14,19,1,Matches
2638,Alessandro Tuia,ITA,DF,Benevento,Serie A,30,1990,19.6,53,30,46,5,2,19,30,63.3,11,235,86,36.6,179,50,6,26,8,0,18,30,83,101,1,Matches
2639,Ľubomír Tupta,SVK,MF,Hellas Verona,Serie A,22,1998,0.6,0,0,0,0,0,0,0,0.0,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0,Matches
2640,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,21,1999,16.2,32,14,18,13,1,12,38,31.6,26,230,68,29.6,112,93,25,32,3,0,29,31,63,71,1,Matches
2641,Iyenoma Udogie,ITA,"DF,MF",Hellas Verona,Serie A,17,2002,1.9,6,4,4,1,1,2,3,66.7,1,37,13,35.1,16,16,5,4,1,0,3,3,9,7,0,Matches
2642,Matthieu Udol,FRA,DF,Metz,Ligue 1,24,1996,19.2,38,27,20,14,4,10,36,27.8,26,266,97,36.5,118,101,47,52,5,0,47,34,72,40,0,Matches
2643,Naomichi Ueda,JPN,DF,Nîmes,Ligue 1,25,1994,7.9,6,2,4,1,1,3,7,42.9,4,41,14,34.1,28,12,1,12,7,0,5,9,15,54,0,Matches
2644,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,16,2004,0.7,2,2,0,2,0,1,2,50.0,1,20,7,35.0,10,10,0,1,0,0,1,1,3,0,0,Matches
2645,Hwang Ui-jo,KOR,"FW,MF",Bordeaux,Ligue 1,27,1992,27.8,6,3,4,2,0,4,28,14.3,24,351,97,27.6,40,174,137,20,4,0,16,11,17,14,0,Matches
2646,Samir Ujkani,KVX,GK,Torino,Serie A,32,1988,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2647,Samuel Umtiti,FRA,DF,Barcelona,La Liga,26,1993,7.2,8,5,4,4,0,3,5,60.0,2,64,23,35.9,22,39,3,12,6,0,6,12,20,27,0,Matches
2648,Enes Ünal,TUR,FW,Getafe,La Liga,23,1997,14.6,10,7,2,6,2,1,10,10.0,9,322,74,23.0,22,168,132,18,1,0,17,3,13,13,0,Matches
2649,Cengiz Ünder,TUR,"MF,FW",Leicester City,Premier League,23,1997,3.1,3,3,0,2,1,1,5,20.0,4,44,15,34.1,11,18,15,5,0,0,5,3,6,0,0,Matches
2650,Dayot Upamecano,FRA,DF,RB Leipzig,Bundesliga,21,1998,25.9,51,31,30,20,1,14,26,53.8,12,286,114,39.9,130,143,13,40,14,0,26,37,88,95,0,Matches
2651,Kacper Urbanski,POL,MF,Bologna,Serie A,15,2004,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2652,Mark Uth,GER,"FW,MF",Schalke 04,Bundesliga,28,1991,16.6,26,18,14,6,6,5,26,19.2,21,323,84,26.0,72,167,84,18,0,0,18,14,40,6,1,Matches
2653,Tomáš Vaclík,CZE,GK,Sevilla,La Liga,31,1989,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2654,Eugeni Valderrama,ESP,"FW,MF",Huesca,La Liga,26,1994,1.3,2,1,1,0,1,0,3,0.0,3,18,6,33.3,6,7,5,2,0,0,2,3,5,3,1,Matches
2655,Lautaro Valenti,ARG,DF,Parma,Serie A,21,1999,5.5,10,5,7,2,1,4,11,36.4,7,92,32,34.8,56,31,5,8,3,0,5,15,25,31,0,Matches
2656,Antoine Valerio,FRA,MF,Nîmes,Ligue 1,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,38,5,13.2,18,20,0,1,0,0,1,2,2,0,0,Matches
2657,Borja Valero,ESP,"MF,FW",Fiorentina,Serie A,35,1985,5.5,12,7,7,5,0,3,12,25.0,9,121,30,24.8,44,59,18,4,1,0,3,7,19,1,0,Matches
2658,Yan Valery,FRA,"DF,MF",Southampton,Premier League,21,1999,1.1,3,2,1,2,0,0,4,0.0,4,32,9,28.1,13,11,8,5,0,0,5,3,6,5,0,Matches
2659,Jesús Vallejo,ESP,DF,Granada,La Liga,23,1997,15.0,17,8,11,6,0,6,21,28.6,15,148,42,28.4,79,63,6,35,12,1,23,10,27,86,0,Matches
2660,Manu Vallejo,ESP,FW,Valencia,La Liga,23,1997,10.6,19,9,6,8,5,6,19,31.6,13,269,54,20.1,60,122,87,12,1,0,11,6,25,3,0,Matches
2661,Federico Valverde,URU,MF,Real Madrid,La Liga,22,1998,14.8,27,19,9,9,9,8,29,27.6,21,257,69,26.8,56,121,80,19,3,0,16,22,49,8,0,Matches
2662,Raphaël Varane,FRA,DF,Real Madrid,La Liga,27,1993,30.2,25,12,17,7,1,12,21,57.1,9,182,58,31.9,96,75,11,42,20,0,22,36,61,146,0,Matches
2663,Jamie Vardy,ENG,FW,Leicester City,Premier League,33,1987,31.6,15,8,3,5,7,3,15,20.0,12,295,79,26.8,14,102,179,16,5,0,11,8,23,29,0,Matches
2664,Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,21,1998,17.9,23,13,8,13,2,4,21,19.0,17,267,89,33.3,68,123,76,39,3,0,36,28,51,20,1,Matches
2665,Denis Vavro,SVK,DF,Lazio,Serie A,24,1996,0.4,0,0,0,0,0,0,1,0.0,1,4,2,50.0,3,1,0,0,0,0,0,0,0,3,0,Matches
2666,Denis Vavro,SVK,DF,Huesca,La Liga,24,1996,6.8,8,1,2,6,0,3,6,50.0,3,50,12,24.0,22,27,1,4,1,0,3,13,21,34,0,Matches
2667,Franco Vázquez,ARG,"FW,MF",Sevilla,La Liga,31,1989,1.8,4,3,0,2,2,1,6,16.7,5,36,11,30.6,9,20,7,3,1,0,2,0,4,3,0,Matches
2668,Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,27,1993,6.2,15,12,8,5,2,3,10,30.0,7,108,29,26.9,61,33,14,21,1,0,20,11,26,18,0,Matches
2669,Lucas Vázquez,ESP,"DF,FW",Real Madrid,La Liga,29,1991,20.5,66,43,35,21,10,14,40,35.0,26,394,128,32.5,143,168,83,35,2,0,33,15,81,27,0,Matches
2670,Matías Vecino,URU,MF,Inter,Serie A,28,1991,3.1,3,1,0,1,2,2,6,33.3,4,51,10,19.6,20,20,11,8,1,0,7,4,7,2,0,Matches
2671,Koke Vegas,ESP,GK,Levante,La Liga,24,1995,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2672,Gabriel Veiga,ESP,"MF,DF",Celta Vigo,La Liga,18,2002,1.3,3,1,1,2,0,1,4,25.0,3,36,11,30.6,10,20,6,3,0,0,3,0,3,0,0,Matches
2673,Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,24,1995,19.1,18,16,15,2,1,6,32,18.8,26,199,65,32.7,123,65,11,42,13,0,29,31,49,127,0,Matches
2674,Miguel Veloso,POR,MF,Hellas Verona,Serie A,34,1986,14.6,29,15,10,15,4,15,38,39.5,23,251,68,27.1,75,155,21,25,2,0,23,15,44,40,0,Matches
2675,Joël Veltman,NED,DF,Brighton,Premier League,28,1992,25.3,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0,Matches
2676,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,19,2000,18.9,38,29,15,18,5,10,41,24.4,31,331,91,27.5,104,183,44,31,6,0,25,16,54,19,0,Matches
2677,Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,25,1995,19.5,30,18,16,9,5,13,30,43.3,17,209,60,28.7,80,86,43,32,5,1,27,16,46,23,0,Matches
2678,Daniele Verde,ITA,FW,Spezia,Serie A,24,1996,10.9,4,3,2,1,1,3,11,27.3,8,82,25,30.5,13,28,41,11,0,0,11,8,12,8,0,Matches
2679,Simone Verdi,ITA,"MF,FW",Torino,Serie A,28,1992,18.0,22,15,9,10,3,10,25,40.0,15,266,69,25.9,87,108,71,10,0,0,10,13,35,5,0,Matches
2680,Gonzalo Verdú,ESP,DF,Elche,La Liga,31,1988,32.7,37,24,30,7,0,12,32,37.5,20,263,109,41.4,176,73,14,52,31,1,21,43,80,170,1,Matches
2681,Jordan Veretout,FRA,MF,Roma,Serie A,27,1993,22.8,27,24,10,15,2,6,34,17.6,28,351,91,25.9,87,196,68,23,4,0,19,12,39,21,3,Matches
2682,Edoardo Vergani,ITA,FW,Bologna,Serie A,19,2001,0.1,0,0,0,0,0,0,0,0.0,0,4,3,75.0,0,1,3,0,0,0,0,0,0,0,0,Matches
2683,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,27,1992,16.6,51,33,19,25,7,17,62,27.4,45,319,105,32.9,96,143,80,29,4,0,25,21,72,9,0,Matches
2684,Valerio Verre,ITA,MF,Sampdoria,Serie A,26,1994,11.1,14,9,2,8,4,4,19,21.1,15,240,62,25.8,37,120,83,17,1,0,16,9,23,7,1,Matches
2685,Mikel Vesga,ESP,MF,Athletic Club,La Liga,27,1993,19.1,34,26,11,19,4,11,43,25.6,32,414,84,20.3,117,240,57,34,8,0,26,24,58,47,0,Matches
2686,Jannik Vestergaard,DEN,DF,Southampton,Premier League,27,1992,28.6,61,37,41,17,3,31,54,57.4,23,214,86,40.2,142,62,10,38,19,0,19,37,98,159,0,Matches
2687,Rúben Vezo,POR,DF,Levante,La Liga,26,1994,25.7,41,24,31,8,2,12,29,41.4,17,202,66,32.7,117,68,17,40,15,1,25,35,76,142,3,Matches
2688,Guglielmo Vicario,ITA,GK,Cagliari,Serie A,23,1996,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2689,Iñigo Vicente,ESP,"FW,MF",Athletic Club,La Liga,22,1998,0.6,1,1,1,0,0,1,1,100.0,0,6,4,66.7,4,0,2,0,0,0,0,0,1,0,0,Matches
2690,Fede Vico,ESP,"MF,FW",Granada,La Liga,26,1994,8.5,16,10,10,5,1,5,13,38.5,8,184,43,23.4,41,100,43,16,2,0,14,15,31,2,0,Matches
2691,Aleix Vidal,ESP,DF,Sevilla,La Liga,30,1989,6.6,14,11,7,6,1,5,11,45.5,6,82,29,35.4,30,42,10,16,1,0,15,10,24,17,0,Matches
2692,Arturo Vidal,CHI,MF,Inter,Serie A,33,1987,12.6,32,23,14,12,6,12,38,31.6,26,290,80,27.6,112,139,39,29,3,0,26,18,50,11,0,Matches
2693,Clément Vidal,FRA,DF,Montpellier,Ligue 1,20,2000,1.0,2,1,1,1,0,2,4,50.0,2,12,2,16.7,5,7,0,5,5,0,0,0,2,5,0,Matches
2694,Nacho Vidal,ESP,DF,Osasuna,La Liga,25,1995,26.1,64,30,35,24,5,21,37,56.8,16,343,102,29.7,159,120,64,70,11,0,59,46,110,98,0,Matches
2695,Ronaldo Vieira,GNB,MF,Hellas Verona,Serie A,22,1998,2.5,4,1,1,2,1,0,2,0.0,2,44,11,25.0,11,26,7,7,5,0,2,0,4,3,0,Matches
2696,Luca Vignali,ITA,DF,Spezia,Serie A,24,1996,17.7,18,10,11,6,1,6,29,20.7,23,211,71,33.6,96,84,31,33,5,0,28,44,62,32,1,Matches
2697,Emanuel Vignato,ITA,"FW,MF",Bologna,Serie A,19,2000,13.4,19,11,10,6,3,4,19,21.1,15,258,59,22.9,59,129,70,8,1,0,7,12,31,11,0,Matches
2698,Toni Villa,ESP,"MF,FW",Valladolid,La Liga,25,1995,10.8,26,19,10,11,5,11,41,26.8,30,266,78,29.3,62,138,66,16,0,0,16,7,33,4,0,Matches
2699,Asier Villalibre,ESP,FW,Athletic Club,La Liga,22,1997,17.7,5,4,0,4,1,1,4,25.0,3,222,53,23.9,6,99,117,5,1,0,4,3,8,14,0,Matches
2700,Gonzalo Villar,ESP,MF,Roma,Serie A,22,1998,20.7,51,32,14,28,9,13,55,23.6,42,396,115,29.0,106,221,69,25,3,0,22,21,72,21,0,Matches
2701,Iván Villar,ESP,GK,Celta Vigo,La Liga,23,1997,19.8,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,0,0,0,0,Matches
2702,Rúben Vinagre,POR,DF,Wolves,Premier League,21,1999,1.9,5,3,3,2,0,2,5,40.0,3,26,5,19.2,13,9,4,4,0,0,4,1,6,6,0,Matches
2703,Carlos Vinícius,BRA,FW,Tottenham,Premier League,25,1995,3.4,1,0,1,0,0,1,1,100.0,0,51,14,27.5,4,21,26,2,0,0,2,1,2,5,0,Matches
2704,Nicolas Viola,ITA,MF,Benevento,Serie A,30,1989,11.5,16,10,1,11,4,3,22,13.6,19,172,42,24.4,57,90,25,12,3,0,9,16,32,8,0,Matches
2705,João Virgínia,POR,GK,Everton,Premier League,20,1999,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
2706,Vitinha,POR,MF,Wolves,Premier League,20,2000,5.8,10,7,3,6,1,0,7,0.0,7,128,41,32.0,30,76,22,3,0,0,3,4,14,2,0,Matches
2707,Vitolo,ESP,"MF,FW",Atlético Madrid,La Liga,30,1989,3.3,3,3,1,0,2,1,7,14.3,6,46,12,26.1,8,19,19,6,0,0,6,1,4,1,0,Matches
