Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
2302,Allan Saint-Maximin,FRA,"FW,MF",Newcastle Utd,Premier League,23,1997,17.3,61,3.52,41,1,12,1,5,1,10,0.58,8,0,1,1,0,0,Matches
2303,Borja Sainz,ESP,"MF,FW",Alavés,La Liga,19,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2304,Romain Saïss,MAR,DF,Wolves,Premier League,30,1990,26.7,16,0.6,13,1,1,1,0,0,1,0.04,1,0,0,0,0,0,Matches
2305,Bukayo Saka,ENG,"FW,DF",Arsenal,Premier League,18,2001,28.4,98,3.45,63,11,8,7,9,0,12,0.42,9,0,1,0,2,0,Matches
2306,Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30,1990,26.5,31,1.17,28,2,1,0,0,0,3,0.11,2,1,0,0,0,0,Matches
2307,Moïse Sakava,CMR,MF,Reims,Ligue 1,19,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2309,Jacopo Sala,ITA,DF,Spezia,Serie A,28,1991,4.2,6,1.44,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
2310,Mohamed Salah,EGY,FW,Liverpool,Premier League,28,1992,34.2,117,3.42,87,1,6,12,7,4,14,0.41,10,0,0,2,2,0,Matches
2311,Eddy Salcedo,ITA,"FW,MF",Hellas Verona,Serie A,18,2001,8.4,13,1.55,10,0,1,0,2,0,2,0.24,1,0,0,0,1,0,Matches
2312,William Saliba,FRA,DF,Nice,Ligue 1,19,2001,20.0,4,0.2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2313,Romain Salin,FRA,GK,Rennes,Ligue 1,36,1984,15.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2314,Mohammed Salisu,GHA,DF,Southampton,Premier League,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2315,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,23,1997,18.5,37,2.0,26,1,0,2,8,0,9,0.49,5,0,0,1,3,0,Matches
2316,Salvi,ESP,"MF,FW",Cádiz,La Liga,29,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches
2317,Lazar Samardzic,GER,"MF,FW",RB Leipzig,Bundesliga,18,2002,2.2,4,1.8,3,0,1,0,0,0,1,0.45,1,0,0,0,0,0,Matches
2318,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24,1996,28.5,37,1.3,29,1,2,2,1,2,7,0.25,5,0,0,1,1,0,Matches
2319,Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24,1995,24.0,45,1.87,22,0,7,7,6,3,2,0.08,1,0,1,0,0,0,Matches
2320,Junior Sambia,FRA,"DF,MF",Montpellier,Ligue 1,23,1996,27.2,65,2.39,50,2,3,1,9,0,13,0.48,10,1,0,0,2,0,Matches
2321,Frédéric Sammaritano,FRA,"FW,MF",Dijon,Ligue 1,34,1986,12.6,31,2.47,16,14,0,0,1,0,3,0.24,2,1,0,0,0,0,Matches
2322,Fede San Emeterio,ESP,MF,Valladolid,La Liga,23,1997,16.2,9,0.55,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2323,Antonio Sanabria,PAR,FW,Torino,Serie A,24,1996,10.9,19,1.75,14,0,1,1,2,1,2,0.18,2,0,0,0,0,0,Matches
2324,Antonio Sanabria,PAR,FW,Betis,La Liga,24,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0,Matches
2325,Oihan Sancet,ESP,"FW,MF",Athletic Club,La Liga,20,2000,11.5,25,2.17,20,0,1,0,2,2,4,0.35,4,0,0,0,0,0,Matches
2326,Renato Sanches,POR,MF,Lille,Ligue 1,22,1997,14.1,41,2.91,24,8,4,2,3,0,9,0.64,5,1,2,1,0,0,Matches
2327,Juan Sánchez Miño,ARG,"DF,MF",Elche,La Liga,30,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2328,Alexis Sánchez,CHI,FW,Inter,Serie A,31,1988,12.7,71,5.58,53,8,3,3,4,0,15,1.18,13,1,1,0,0,0,Matches
2329,Davinson Sánchez,COL,DF,Tottenham,Premier League,24,1996,16.5,5,0.3,3,1,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
2330,Germán Sánchez,ESP,DF,Granada,La Liga,33,1986,29.3,5,0.17,3,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches
2331,Javi Sánchez,ESP,DF,Valladolid,La Liga,23,1997,10.2,5,0.49,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
2332,Manuel Sánchez,ESP,DF,Osasuna,La Liga,19,2000,10.8,25,2.31,20,1,2,0,1,1,4,0.37,4,0,0,0,0,0,Matches
2333,Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,Matches
2334,Robert Sánchez,ESP,GK,Brighton,Premier League,22,1997,27.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2335,Jadon Sancho,ENG,"FW,MF",Dortmund,Bundesliga,20,2000,22.9,125,5.46,87,21,11,3,2,1,22,0.96,17,1,1,1,2,0,Matches
2336,Alex Sandro,BRA,DF,Juventus,Serie A,29,1991,20.6,38,1.84,31,1,2,2,2,0,6,0.29,6,0,0,0,0,0,Matches
2337,Leroy Sané,GER,"FW,MF",Bayern Munich,Bundesliga,24,1996,20.1,86,4.29,65,2,14,4,1,0,21,1.05,18,0,1,2,0,0,Matches
2338,Salif Sané,SEN,DF,Schalke 04,Bundesliga,29,1990,11.9,7,0.59,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2339,Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34,1986,23.2,27,1.17,21,0,0,0,2,4,4,0.17,3,0,0,0,0,1,Matches
2340,Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16,2003,0.2,1,5.29,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2341,Siriki Sanogo,CIV,MF,Benevento,Serie A,18,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2342,Morgan Sanson,FRA,MF,Marseille,Ligue 1,25,1994,9.2,17,1.85,12,1,0,2,1,1,4,0.44,2,1,0,0,1,0,Matches
2343,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,4,1.22,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2344,Nicola Sansone,ITA,"FW,MF",Bologna,Serie A,28,1991,13.0,54,4.16,37,8,1,1,6,1,3,0.23,1,1,0,0,1,0,Matches
2345,Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25,1995,3.0,8,2.67,6,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
2346,Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25,1995,24.5,37,1.51,28,0,2,3,2,2,4,0.16,3,0,0,1,0,0,Matches
2347,Federico Santander,PAR,FW,Bologna,Serie A,29,1991,0.4,4,9.73,1,0,0,2,1,0,1,2.43,1,0,0,0,0,0,Matches
2348,Davide Santon,ITA,DF,Roma,Serie A,29,1991,6.5,8,1.23,7,1,0,0,0,0,1,0.15,0,1,0,0,0,0,Matches
2349,Samir Santos,BRA,DF,Udinese,Serie A,25,1994,24.6,20,0.81,15,1,1,0,2,1,0,0.0,0,0,0,0,0,0,Matches
2350,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28,1991,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2351,Riccardo Saponara,ITA,"FW,MF",Spezia,Serie A,28,1991,4.3,13,3.01,6,0,3,0,4,0,2,0.46,0,0,0,0,2,0,Matches
2352,Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22,1997,4.3,6,1.39,3,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
2353,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,28,1992,14.7,49,3.34,38,1,2,6,2,0,7,0.48,5,0,1,1,0,0,Matches
2354,Josh Sargent,USA,"FW,MF",Werder Bremen,Bundesliga,20,2000,27.8,64,2.3,42,0,8,7,6,1,4,0.14,1,0,0,1,1,1,Matches
2355,Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28,1992,5.0,9,1.79,8,0,1,0,0,0,3,0.6,3,0,0,0,0,0,Matches
2356,Bouna Sarr,GUI,DF,Marseille,Ligue 1,28,1992,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2357,Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24,1996,5.1,6,1.17,3,0,1,0,1,1,0,0.0,0,0,0,0,0,0,Matches
2358,Marco Sau,ITA,"MF,FW",Benevento,Serie A,32,1987,8.7,31,3.55,18,10,0,1,2,0,4,0.46,2,1,0,0,1,0,Matches
2359,Téji Savanier,FRA,MF,Montpellier,Ligue 1,28,1991,24.1,126,5.24,47,43,10,11,9,6,11,0.46,4,3,1,2,1,0,Matches
2360,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29,1991,32.8,13,0.4,12,0,0,1,0,0,3,0.09,2,0,0,1,0,0,Matches
2361,Romaine Sawyers,SKN,MF,West Brom,Premier League,28,1991,16.5,13,0.79,12,0,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches
2362,Gianluca Scamacca,ITA,FW,Genoa,Serie A,21,1999,15.0,30,2.0,22,0,2,3,1,2,4,0.27,4,0,0,0,0,0,Matches
2363,Dane Scarlett,ENG,FW,Tottenham,Premier League,16,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2364,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28,1991,13.8,9,0.65,7,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
2365,Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22,1998,3.8,6,1.58,4,0,0,1,0,1,1,0.26,0,0,0,1,0,0,Matches
2366,Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2367,Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33,1987,25.0,51,2.04,46,1,1,1,1,1,1,0.04,1,0,0,0,0,0,Matches
2368,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24,1996,20.7,46,2.22,33,0,5,5,3,0,6,0.29,4,0,1,0,1,0,Matches
2369,Sven Schipplock,GER,"FW,MF",Arminia,Bundesliga,31,1988,8.3,16,1.94,11,0,1,0,3,1,1,0.12,1,0,0,0,0,0,Matches
2370,Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22,1997,29.2,51,1.75,41,1,1,3,2,3,6,0.21,4,0,0,1,0,1,Matches
2371,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23,1997,18.4,6,0.33,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2372,Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20,1999,14.3,15,1.05,12,0,0,1,1,1,1,0.07,1,0,0,0,0,0,Matches
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,34,2.14,26,0,2,1,5,0,6,0.38,4,0,0,1,1,0,Matches
2374,Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33,1986,38.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2375,Jonathan Schmid,FRA,"DF,MF",Freiburg,Bundesliga,30,1990,26.6,59,2.22,43,8,3,2,2,1,5,0.19,3,1,0,0,0,1,Matches
2376,Romano Schmid,AUT,"FW,MF",Werder Bremen,Bundesliga,20,2000,13.1,31,2.37,26,1,1,1,2,0,7,0.54,6,0,0,0,1,0,Matches
2377,Benno Schmitz,GER,DF,Köln,Bundesliga,25,1994,4.6,12,2.6,10,2,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
2378,Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30,1989,24.4,27,1.11,24,0,1,0,0,2,2,0.08,2,0,0,0,0,0,Matches
2379,Alessandro Schöpf,AUT,"FW,MF",Schalke 04,Bundesliga,26,1994,10.5,17,1.62,11,1,3,1,1,0,2,0.19,2,0,0,0,0,0,Matches
2380,Jerdy Schouten,NED,MF,Bologna,Serie A,23,1997,27.9,46,1.65,40,1,2,0,2,1,1,0.04,1,0,0,0,0,0,Matches
2381,Nico Schulz,GER,DF,Dortmund,Bundesliga,27,1993,6.8,12,1.77,10,1,0,0,0,1,4,0.59,3,1,0,0,0,0,Matches
2382,Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28,1992,26.0,2,0.08,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2383,Christopher Scott,GER,"FW,MF",Bayern Munich,Bundesliga,18,2002,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2384,Matteo Scozzarella,ITA,MF,Parma,Serie A,32,1988,1.7,7,4.12,3,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2385,Simone Scuffet,ITA,GK,Udinese,Serie A,24,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2386,Jacopo Segre,ITA,MF,Torino,Serie A,23,1997,2.1,5,2.36,3,0,0,2,0,0,1,0.47,0,0,0,1,0,0,Matches
2387,Davie Selke,GER,FW,Werder Bremen,Bundesliga,25,1995,9.0,20,2.21,15,0,0,4,1,0,1,0.11,0,0,0,1,0,0,Matches
2388,Malik Sellouki,FRA,"FW,MF",Nice,Ligue 1,20,2000,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2389,Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2390,Nélson Semedo,POR,DF,Wolves,Premier League,26,1993,33.1,58,1.75,45,5,2,3,1,2,5,0.15,4,0,0,1,0,0,Matches
2391,Léo Sena,BRA,MF,Spezia,Serie A,24,1995,9.8,18,1.83,14,1,0,0,1,2,1,0.1,0,0,0,0,0,1,Matches
2392,Stefano Sensi,ITA,MF,Inter,Serie A,24,1995,6.7,34,5.07,24,4,2,3,1,0,4,0.6,0,2,0,2,0,0,Matches
2393,Jaime Seoane,ESP,MF,Huesca,La Liga,23,1997,22.9,29,1.26,23,1,1,1,2,1,1,0.04,1,0,0,0,0,0,Matches
2394,Luigi Sepe,ITA,GK,Parma,Serie A,29,1991,36.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2395,Suat Serdar,GER,MF,Schalke 04,Bundesliga,23,1997,21.7,31,1.43,23,1,1,2,3,1,3,0.14,3,0,0,0,0,0,Matches
2396,Jean Seri,CIV,MF,Bordeaux,Ligue 1,29,1991,7.9,13,1.65,11,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
2397,Femi Seriki,ENG,DF,Sheffield Utd,Premier League,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2398,Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20,2000,17.5,26,1.49,24,0,1,1,0,0,3,0.17,3,0,0,0,0,0,Matches
2399,Nils Seufert,GER,"MF,FW",Arminia,Bundesliga,23,1997,3.8,6,1.57,4,1,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches
2400,Edgar Sevikyan,RUS,MF,Levante,La Liga,18,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2401,Stephan El Shaarawy,ITA,"FW,MF",Roma,Serie A,27,1992,6.4,31,4.88,24,0,3,1,2,1,1,0.16,1,0,0,0,0,0,Matches
2402,Jamie Shackleton,ENG,"MF,DF",Leeds United,Premier League,20,1999,5.1,6,1.17,6,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
2403,Xherdan Shaqiri,SUI,"MF,FW",Liverpool,Premier League,28,1991,6.2,32,5.18,30,2,0,0,0,0,3,0.49,3,0,0,0,0,0,Matches
2404,Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34,1986,8.2,5,0.61,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2405,Luke Shaw,ENG,DF,Manchester Utd,Premier League,25,1995,29.5,111,3.76,70,35,1,1,4,0,11,0.37,6,3,0,0,2,0,Matches
2406,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28,1992,29.1,66,2.27,37,25,0,2,1,1,8,0.28,5,3,0,0,0,0,Matches
2407,Eldor Shomurodov,UZB,FW,Genoa,Serie A,25,1995,18.6,45,2.42,34,0,3,4,3,1,6,0.32,4,0,1,1,0,0,Matches
2408,Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16,2004,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2409,Mahame Siby,FRA,"MF,FW",Strasbourg,Ligue 1,24,1996,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2410,Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2411,Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28,1992,22.0,54,2.45,35,16,0,0,1,2,4,0.18,2,2,0,0,0,0,Matches
2412,Sidnei,BRA,DF,Betis,La Liga,30,1989,7.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2413,Kaj Sierhuis,NED,FW,Reims,Ligue 1,22,1998,7.2,16,2.21,15,0,0,0,1,0,1,0.14,1,0,0,0,0,0,Matches
2414,Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2415,Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30,1989,25.0,67,2.68,37,23,0,6,1,0,6,0.24,3,2,0,1,0,0,Matches
2416,Luca Siligardi,ITA,MF,Crotone,Serie A,32,1988,0.5,3,5.51,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2417,Luca Siligardi,ITA,FW,Parma,Serie A,32,1988,0.4,3,7.94,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2418,Adrien Silva,POR,MF,Sampdoria,Serie A,31,1989,17.8,29,1.63,28,1,0,0,0,0,3,0.17,2,1,0,0,0,0,Matches
2419,André Silva,POR,FW,Eint Frankfurt,Bundesliga,24,1995,30.7,76,2.48,53,1,7,8,6,1,14,0.46,6,0,1,3,4,0,Matches
2420,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,25,1994,22.9,80,3.49,64,2,5,4,3,2,10,0.44,9,0,0,1,0,0,Matches
2421,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23,1997,26.3,55,2.09,43,4,1,2,3,2,10,0.38,8,0,0,0,1,1,Matches
2422,David Silva,ESP,MF,Real Sociedad,La Liga,34,1986,15.5,64,4.12,48,5,6,3,2,0,12,0.77,10,0,2,0,0,0,Matches
2423,Fábio Silva,POR,FW,Wolves,Premier League,18,2002,15.2,31,2.04,17,0,3,6,4,1,4,0.26,3,0,0,0,1,0,Matches
2424,Florent da Silva,FRA,FW,Lyon,Ligue 1,17,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2425,Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29,1991,3.9,7,1.77,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2426,Gastón Silva,URU,DF,Huesca,La Liga,26,1994,6.7,6,0.9,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2427,Rui Silva,POR,GK,Granada,La Liga,26,1994,32.0,5,0.16,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2428,Thiago Silva,BRA,DF,Chelsea,Premier League,35,1984,21.5,18,0.84,17,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
2429,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29,1991,34.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2430,Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20,2000,17.9,14,0.78,10,0,1,0,2,1,2,0.11,2,0,0,0,0,0,Matches
2431,Giovanni Simeone,ARG,FW,Cagliari,Serie A,25,1995,19.3,31,1.6,18,0,6,3,3,1,3,0.16,3,0,0,0,0,0,Matches
2432,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,25,1995,25.8,62,2.4,41,10,6,3,2,0,7,0.27,5,1,1,0,0,0,Matches
2433,Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
2434,Xavi Simons,NED,MF,Paris S-G,Ligue 1,17,2003,0.0,1,45.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2435,Jóan Símun Edmundsson,FRO,"MF,FW",Arminia,Bundesliga,29,1991,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2436,Wilfried Singo,CIV,DF,Torino,Serie A,19,2000,20.6,39,1.89,30,1,3,1,4,0,4,0.19,3,0,0,0,1,0,Matches
2437,Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25,1995,17.4,34,1.95,27,4,1,0,1,1,3,0.17,2,0,0,0,1,0,Matches
2438,Dimitris Siovas,GRE,DF,Huesca,La Liga,31,1988,34.1,17,0.5,12,0,0,4,1,0,1,0.03,0,0,0,1,0,0,Matches
2439,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32,1988,3.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2440,Salvatore Sirigu,ITA,GK,Torino,Serie A,33,1987,32.0,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2441,Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18,2002,0.9,1,1.15,1,0,0,0,0,0,1,1.15,1,0,0,0,0,0,Matches
2442,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22,1997,28.7,29,1.01,25,0,0,2,2,0,3,0.1,3,0,0,0,0,0,Matches
2443,Moussa Sissoko,FRA,MF,Tottenham,Premier League,30,1989,17.6,17,0.97,16,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
2444,Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23,1997,5.3,5,0.95,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2445,Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2446,Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,1.9,3,1.6,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2447,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,30.9,40,1.29,29,3,2,3,0,3,4,0.13,2,0,1,1,0,0,Matches
2448,Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2449,Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,13.1,40,3.05,29,6,4,0,1,0,2,0.15,2,0,0,0,0,0,Matches
2450,Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,12.9,29,2.24,18,8,1,2,0,0,1,0.08,0,0,0,1,0,0,Matches
2451,Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,30.9,19,0.62,15,0,0,3,1,0,0,0.0,0,0,0,0,0,0,Matches
2452,Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,4.7,8,1.72,3,1,0,2,2,0,1,0.21,0,0,0,1,0,0,Matches
2453,Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,2.6,5,1.92,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2454,Islam Slimani,ALG,FW,Leicester City,Premier League,32,1988,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2455,Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,6.4,14,2.18,12,0,0,1,1,0,1,0.16,1,0,0,0,0,0,Matches
2456,William Smallbone,IRL,MF,Southampton,Premier League,20,2000,1.9,3,1.57,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2457,Chris Smalling,ENG,DF,Roma,Serie A,30,1989,12.3,5,0.41,4,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
2458,Emile Smith-Rowe,ENG,"MF,FW",Arsenal,Premier League,20,2000,16.0,43,2.69,35,0,2,2,3,1,7,0.44,6,0,0,1,0,0,Matches
2459,Robert Snodgrass,SCO,"MF,FW",West Brom,Premier League,32,1987,5.8,6,1.03,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
2460,Robert Snodgrass,SCO,"FW,DF",West Ham,Premier League,32,1987,0.1,1,18.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2461,Cédric Soares,POR,DF,Arsenal,Premier League,28,1991,8.3,14,1.69,9,2,2,0,0,1,3,0.36,2,0,0,0,0,1,Matches
2462,Rafa Soares,POR,DF,Eibar,La Liga,25,1995,12.6,20,1.59,16,4,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
2463,Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,0.5,1,1.84,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2464,Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,12.4,20,1.62,13,0,1,1,4,1,4,0.32,2,0,0,0,2,0,Matches
2465,Simon Sohm,SUI,MF,Parma,Serie A,19,2001,10.0,12,1.2,9,0,3,0,0,0,1,0.1,0,0,1,0,0,0,Matches
2466,Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,5.4,13,2.41,12,1,0,0,0,0,2,0.37,2,0,0,0,0,0,Matches
2467,Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,16.0,21,1.31,13,0,0,4,3,1,2,0.13,0,0,0,1,1,0,Matches
2468,Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,30.4,74,2.44,31,33,4,2,4,0,13,0.43,3,7,1,1,1,0,Matches
2469,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,30.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2470,Son,ESP,DF,Levante,La Liga,26,1994,12.3,34,2.77,27,4,1,0,2,0,1,0.08,0,1,0,0,0,0,Matches
2471,Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,6.2,8,1.29,4,0,1,0,3,0,0,0.0,0,0,0,0,0,0,Matches
2472,David Soria,ESP,GK,Getafe,La Liga,27,1993,28.0,6,0.21,5,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
2473,Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,36.1,102,2.82,85,0,3,3,7,4,13,0.36,10,0,0,1,1,1,Matches
