Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
669,Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19,2000,5.8,9,1.55,5,0,0,3,1,0,1,0.17,1,0,0,0,0,0,Matches
670,Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,1997,5.3,10,1.9,8,0,1,0,1,0,1,0.19,1,0,0,0,0,0,Matches
671,Stefano Denswil,NED,DF,Bologna,Serie A,27,1993,1.3,2,1.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
672,Fabio Depaoli,ITA,DF,Benevento,Serie A,23,1997,12.4,13,1.04,8,2,0,2,0,1,1,0.08,0,0,0,1,0,0,Matches
673,Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23,1997,0.9,1,1.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
674,Fabio Depaoli,ITA,DF,Atalanta,Serie A,23,1997,2.1,4,1.88,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
675,Memphis Depay,NED,FW,Lyon,Ligue 1,26,1994,32.5,167,5.14,94,30,21,8,10,4,29,0.89,17,2,6,0,3,1,Matches
676,Clément Depres,FRA,MF,Nîmes,Ligue 1,25,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
677,Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27,1992,15.1,6,0.4,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
678,Kastriot Dermaku,ALB,DF,Parma,Serie A,28,1992,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
679,Kiril Despodov,BUL,FW,Cagliari,Serie A,23,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
680,Sergiño Dest,USA,DF,Barcelona,La Liga,19,2000,21.0,38,1.81,34,1,2,1,0,0,1,0.05,1,0,0,0,0,0,Matches
681,Mattia Destro,ITA,FW,Genoa,Serie A,29,1991,17.8,16,0.9,9,0,3,2,0,2,1,0.06,1,0,0,0,0,0,Matches
682,Gerard Deulofeu,ESP,FW,Udinese,Serie A,26,1994,6.6,17,2.56,11,1,1,0,3,1,5,0.75,2,0,1,0,1,1,Matches
683,Deyverson,BRA,FW,Alavés,La Liga,29,1991,9.7,17,1.75,13,0,0,1,3,0,4,0.41,2,0,0,1,1,0,Matches
684,Jacopo Dezi,ITA,"FW,MF",Parma,Serie A,28,1992,0.9,1,1.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
685,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,11,1.98,6,0,0,1,4,0,2,0.36,0,0,0,1,1,0,Matches
686,Samuel Di Carmine,ITA,FW,Crotone,Serie A,31,1988,5.3,4,0.76,2,0,0,0,2,0,2,0.38,0,0,0,0,2,0,Matches
687,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26,1993,36.0,103,2.86,82,5,7,3,4,2,17,0.47,11,1,2,1,2,0,Matches
688,Ángel Di María,ARG,"FW,MF",Paris S-G,Ligue 1,32,1988,20.6,128,6.22,75,25,8,7,9,4,19,0.92,11,1,2,1,2,2,Matches
689,Alessandro Di Pardo,ITA,"MF,DF",Juventus,Serie A,21,1999,0.2,2,12.86,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
690,Giuseppe Di Serio,ITA,"FW,MF",Benevento,Serie A,19,2001,3.2,7,2.16,4,0,0,2,1,0,1,0.31,1,0,0,0,0,0,Matches
691,Boulaye Dia,SEN,"FW,MF",Reims,Ligue 1,23,1996,32.6,73,2.24,49,0,11,4,7,2,9,0.28,2,0,4,2,1,0,Matches
692,Abdoulay Diaby,MLI,MF,Getafe,La Liga,29,1991,0.2,2,10.0,1,0,0,1,0,0,1,5.0,0,0,0,1,0,0,Matches
693,Moussa Diaby,FRA,"FW,MF",Leverkusen,Bundesliga,21,1999,26.5,78,2.94,56,1,14,5,1,1,17,0.64,11,0,4,2,0,0,Matches
694,Mbaye Diagne,SEN,FW,West Brom,Premier League,28,1991,13.2,29,2.2,20,1,1,2,2,3,8,0.61,4,0,0,2,0,2,Matches
695,Mouctar Diakhaby,FRA,DF,Valencia,La Liga,23,1996,23.1,5,0.22,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
696,Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,24,1996,16.6,6,0.36,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
697,Amad Diallo,CIV,FW,Manchester Utd,Premier League,18,2002,1.8,2,1.08,2,0,0,0,0,0,1,0.54,1,0,0,0,0,0,Matches
698,Amad Diallo,CIV,MF,Atalanta,Serie A,18,2002,0.2,3,19.29,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
699,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,25,1995,25.8,50,1.94,39,0,3,6,1,1,10,0.39,5,0,0,4,0,1,Matches
700,Habib Diallo,SEN,FW,Metz,Ligue 1,25,1995,1.6,1,0.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
701,Ibrahima Diallo,FRA,MF,Southampton,Premier League,21,1999,11.3,18,1.59,15,0,0,1,1,1,1,0.09,1,0,0,0,0,0,Matches
702,Ibrahima Diallo,FRA,MF,Brest,Ligue 1,21,1999,4.9,11,2.25,7,0,1,0,2,1,0,0.0,0,0,0,0,0,0,Matches
703,Amadou Diambo,GHA,FW,Benevento,Serie A,19,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
704,Grady Diangana,ENG,"MF,FW",West Brom,Premier League,22,1998,13.7,20,1.46,12,1,1,3,2,1,1,0.07,1,0,0,0,0,0,Matches
705,Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,21,1998,2.2,8,3.65,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
706,Raphael Dias Belloli,BRA,MF,Leeds United,Premier League,23,1996,26.2,109,4.16,62,26,10,4,3,4,14,0.53,8,3,1,2,0,0,Matches
707,Raphael Dias Belloli,BRA,"FW,MF",Rennes,Ligue 1,23,1996,4.5,24,5.35,11,3,4,1,5,0,6,1.34,3,0,2,0,1,0,Matches
708,Rúben Dias,POR,DF,Manchester City,Premier League,23,1997,31.6,21,0.66,19,0,0,1,1,0,2,0.06,1,0,0,1,0,0,Matches
709,Krepin Diatta,SEN,"MF,DF",Monaco,Ligue 1,21,1999,4.3,6,1.39,5,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches
710,Amadou Diawara,GUI,MF,Roma,Serie A,23,1997,7.3,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
711,Brahim Díaz,ESP,"MF,FW",Milan,Serie A,20,1999,13.6,47,3.44,26,4,5,3,9,0,11,0.81,6,1,3,0,1,0,Matches
712,Víctor Díaz,ESP,DF,Granada,La Liga,32,1988,9.2,11,1.2,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0,Matches
713,Daniel Didavi,GER,"FW,MF",Stuttgart,Bundesliga,30,1990,10.8,34,3.15,29,3,0,1,1,0,5,0.46,3,1,0,1,0,0,Matches
714,Eric Dier,ENG,DF,Tottenham,Premier League,26,1994,28.0,16,0.57,14,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
715,Daan Dierckx,BEL,DF,Parma,Serie A,17,2003,5.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
716,Lucas Digne,FRA,DF,Everton,Premier League,27,1993,29.8,70,2.35,49,17,0,2,2,0,11,0.37,6,3,0,2,0,0,Matches
717,Virgil van Dijk,NED,DF,Liverpool,Premier League,29,1991,4.1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
718,Mitchell Dijks,NED,DF,Bologna,Serie A,27,1993,16.5,17,1.03,13,2,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
719,Javairô Dilrosun,NED,"FW,MF",Hertha BSC,Bundesliga,22,1998,5.9,14,2.38,8,2,3,0,0,1,3,0.51,2,0,0,0,0,1,Matches
720,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,105,3.62,46,47,3,5,4,0,7,0.24,4,1,0,2,0,0,Matches
721,Tristan Dingomé,CMR,MF,Reims,Ligue 1,29,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
722,Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,18,2001,1.2,3,2.5,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
723,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19,2001,12.6,6,0.48,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
724,Lois Diony,FRA,FW,Angers,Ligue 1,27,1992,19.4,29,1.49,20,0,2,2,4,1,2,0.1,1,0,0,0,1,0,Matches
725,Issa Diop,FRA,DF,West Ham,Premier League,23,1997,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
726,Papakouli Diop,SEN,MF,Eibar,La Liga,34,1986,25.8,30,1.16,22,2,1,1,2,2,1,0.04,1,0,0,0,0,0,Matches
727,Sofiane Diop,FRA,"MF,FW",Monaco,Ligue 1,20,2000,22.5,63,2.8,48,3,2,4,2,4,6,0.27,2,0,0,1,0,3,Matches
728,Andy Diouf,FRA,FW,Rennes,Ligue 1,18,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
729,Yehvann Diouf,FRA,GK,Reims,Ligue 1,20,1999,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
730,Assane Dioussé,SEN,DF,Saint-Étienne,Ligue 1,22,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
731,Axel Disasi,FRA,DF,Monaco,Ligue 1,22,1998,22.3,8,0.36,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
732,Tiago Djaló,POR,DF,Lille,Ligue 1,20,2000,9.7,8,0.82,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
733,Djené,TOG,DF,Getafe,La Liga,28,1991,32.7,14,0.43,10,0,1,0,2,1,4,0.12,2,0,1,0,1,0,Matches
734,Moussa Djenepo,MLI,MF,Southampton,Premier League,22,1998,13.8,31,2.25,15,0,10,1,5,0,4,0.29,1,0,2,0,1,0,Matches
735,Koffi Djidji,CIV,DF,Crotone,Serie A,27,1992,16.9,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
736,Alexander Djiku,GHA,"DF,MF",Strasbourg,Ligue 1,25,1994,28.4,17,0.6,10,0,0,4,1,2,0,0.0,0,0,0,0,0,0,Matches
737,Berat Djimsiti,ALB,DF,Atalanta,Serie A,27,1993,29.2,38,1.3,31,1,1,4,1,0,7,0.24,5,1,0,1,0,0,Matches
738,Marko Dmitrović,SRB,GK,Eibar,La Liga,28,1992,34.7,7,0.2,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
739,Ritsu Doan,JPN,"MF,FW",Arminia,Bundesliga,22,1998,30.8,89,2.89,40,21,18,4,5,1,5,0.16,3,0,2,0,0,0,Matches
740,Mihai Dobre,ROU,FW,Dijon,Ligue 1,21,1998,5.9,12,2.04,7,0,2,1,1,1,1,0.17,0,0,0,0,0,1,Matches
741,Matt Doherty,IRL,DF,Tottenham,Premier League,28,1992,13.8,22,1.6,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0,Matches
742,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,18,2002,25.7,90,3.5,66,0,10,2,9,3,9,0.35,8,0,0,0,0,1,Matches
743,Kasper Dolberg,DEN,FW,Nice,Ligue 1,22,1997,21.4,27,1.26,18,0,2,1,6,0,4,0.19,2,0,1,0,1,0,Matches
744,Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27,1993,5.0,15,2.99,10,4,1,0,0,0,1,0.2,1,0,0,0,0,0,Matches
745,Jaume Doménech,ESP,GK,Valencia,La Liga,29,1990,28.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
746,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19,2001,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
747,Nicolás Domínguez,ARG,MF,Bologna,Serie A,22,1998,13.9,44,3.16,32,1,2,2,3,4,0,0.0,0,0,0,0,0,0,Matches
748,John Donald,ESP,DF,Elche,La Liga,19,2000,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
749,Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,29,1991,0.7,2,2.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
750,Anastasios Donis,GRE,MF,Reims,Ligue 1,23,1996,1.1,1,0.93,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
751,Gianluigi Donnarumma,ITA,GK,Milan,Serie A,21,1999,37.0,6,0.16,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
752,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,22,1997,22.2,10,0.45,6,1,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches
753,Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,31,1989,9.1,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0,Matches
754,Lucas Douath,FRA,MF,Saint-Étienne,Ligue 1,16,2003,14.7,14,0.95,9,0,2,0,1,2,1,0.07,1,0,0,0,0,0,Matches
755,Abdoulaye Doucouré,FRA,MF,Everton,Premier League,27,1993,27.1,41,1.51,36,1,1,1,0,2,5,0.18,5,0,0,0,0,0,Matches
756,Cheick Doucouré,MLI,MF,Lens,Ligue 1,20,2000,29.2,60,2.06,48,0,7,3,1,1,7,0.24,7,0,0,0,0,0,Matches
757,Fodé Doucouré,MLI,DF,Reims,Ligue 1,19,2001,3.7,7,1.89,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
758,Mahamadou Doucouré,FRA,FW,Nîmes,Ligue 1,20,2000,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
759,Cheick Doukouré,CIV,MF,Levante,La Liga,27,1992,1.1,1,0.89,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
760,Idrissa Doumbia,CIV,MF,Huesca,La Liga,22,1998,8.7,9,1.04,7,0,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
761,Moussa Doumbia,MLI,"MF,FW",Reims,Ligue 1,25,1994,10.0,33,3.3,26,3,1,3,0,0,3,0.3,2,1,0,0,0,0,Matches
762,Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23,1996,24.7,25,1.01,22,1,0,0,1,1,2,0.08,1,0,0,0,1,0,Matches
763,Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,1991,12.6,16,1.27,12,2,0,1,0,1,1,0.08,1,0,0,0,0,0,Matches
764,Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22,1997,35.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
765,Denis Drăguș,ROU,"FW,MF",Crotone,Serie A,21,1999,2.0,2,1.02,2,0,0,0,0,0,1,0.51,1,0,0,0,0,0,Matches
766,Radu Drăgușin,ROU,DF,Juventus,Serie A,18,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
767,Mouhamadou Drammeh,FRA,MF,Reims,Ligue 1,21,1999,1.9,3,1.56,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
768,Julian Draxler,GER,"MF,FW",Paris S-G,Ligue 1,26,1993,11.8,44,3.72,30,9,1,1,1,2,7,0.59,5,1,0,0,0,1,Matches
769,Dominick Drexler,GER,"MF,FW",Köln,Bundesliga,30,1990,13.7,31,2.26,27,0,1,1,1,1,1,0.07,0,0,0,1,0,0,Matches
770,Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,1989,15.0,1,0.07,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
771,Domingos Duarte,POR,DF,Granada,La Liga,25,1995,26.3,11,0.42,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
772,Léo Duarte,BRA,DF,Milan,Serie A,24,1996,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
773,Óscar Duarte,CRC,DF,Levante,La Liga,31,1989,22.9,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
774,Rubén Duarte,ESP,DF,Alavés,La Liga,24,1995,28.3,48,1.7,31,15,0,1,1,0,3,0.11,3,0,0,0,0,0,Matches
775,Leo Dubois,FRA,DF,Lyon,Ligue 1,25,1994,32.3,116,3.6,68,36,3,4,5,0,10,0.31,4,2,1,1,2,0,Matches
776,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,31,1989,13.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
777,Ondrej Duda,SVK,"FW,MF",Köln,Bundesliga,25,1994,28.2,85,3.02,42,25,7,7,4,0,8,0.28,5,2,0,0,1,0,Matches
778,Unai Dufur,ESP,DF,Eibar,La Liga,21,1999,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
779,Haris Duljević,BIH,"MF,FW",Nîmes,Ligue 1,26,1993,8.6,24,2.79,20,0,1,2,0,1,1,0.12,1,0,0,0,0,0,Matches
780,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28,1991,13.9,5,0.36,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
781,Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,1993,1.8,4,2.22,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
782,Alfred Duncan,GHA,MF,Cagliari,Serie A,27,1993,11.9,18,1.52,15,3,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
783,Lewis Dunk,ENG,DF,Brighton,Premier League,28,1991,32.6,19,0.58,14,1,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches
784,Jimmy Dunne,IRL,DF,Burnley,Premier League,22,1997,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
785,Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28,1992,16.4,27,1.64,18,1,2,6,0,0,5,0.3,1,0,1,3,0,0,Matches
786,Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,1,1.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
787,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23,1997,22.5,10,0.44,9,0,1,0,0,0,2,0.09,2,0,0,0,0,0,Matches
788,Paulo Dybala,ARG,FW,Juventus,Serie A,26,1993,12.6,62,4.93,37,10,5,5,5,0,3,0.24,2,0,0,1,0,0,Matches
789,Edin Džeko,BIH,FW,Roma,Serie A,34,1986,20.3,63,3.11,43,0,5,7,6,2,12,0.59,7,0,2,1,1,1,Matches
790,Eric Junior Dina Ebimbe,FRA,"FW,MF",Dijon,Ligue 1,19,2000,23.8,61,2.56,41,1,10,5,4,0,3,0.13,2,0,0,1,0,0,Matches
791,Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,2001,0.6,2,3.46,1,0,0,0,0,1,2,3.46,1,0,0,0,0,1,Matches
792,Enzo Ebosse,FRA,DF,Angers,Ligue 1,21,1999,2.9,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
793,Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,1988,38.0,7,0.18,4,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
794,Simone Edera,ITA,"DF,MF",Torino,Serie A,23,1997,0.6,2,3.46,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
795,Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
796,Kyle Edwards,ENG,"MF,FW",West Brom,Premier League,22,1998,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
797,John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,29.2,13,0.45,12,0,0,0,0,1,1,0.03,1,0,0,0,0,0,Matches
798,Johannes Eggestein,GER,"FW,MF",Werder Bremen,Bundesliga,22,1998,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
799,Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,32.7,58,1.77,49,1,0,2,4,2,9,0.28,9,0,0,0,0,0,Matches
800,Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
801,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,12.6,16,1.27,11,1,2,1,1,0,3,0.24,1,0,1,1,0,0,Matches
802,Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,25.5,28,1.1,19,0,2,1,2,4,1,0.04,1,0,0,0,0,0,Matches
803,Hugo Ekitike,FRA,"MF,FW",Reims,Ligue 1,18,2002,1.0,2,2.05,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
804,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,1.7,2,1.16,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
805,Niclas Eliasson,SWE,"MF,FW",Nîmes,Ligue 1,24,1995,20.0,52,2.6,25,21,2,1,3,0,4,0.2,3,1,0,0,0,0,Matches
806,Elif Elmas,MKD,"MF,FW",Napoli,Serie A,20,1999,8.2,21,2.55,16,0,3,1,1,0,5,0.61,1,0,3,1,0,0,Matches
807,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,21,2.25,18,1,0,1,0,1,1,0.11,0,1,0,0,0,0,Matches
808,Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,17.2,16,0.93,13,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
809,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,15,0.72,14,0,0,1,0,0,2,0.1,1,0,0,1,0,0,Matches
810,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,28.2,13,0.46,9,0,0,3,0,1,4,0.14,2,0,0,2,0,0,Matches
811,Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,5.2,3,0.58,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
812,Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,6.2,15,2.43,8,0,1,1,5,0,3,0.49,1,0,0,1,1,0,Matches
813,Breel Embolo,SUI,"FW,MF",M'Gladbach,Bundesliga,23,1997,16.0,47,2.94,31,0,3,9,4,0,10,0.62,4,0,0,3,3,0,Matches
814,Emerson,BRA,DF,Betis,La Liga,21,1999,33.2,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0,Matches
815,Manu Emmanuel Gyabuaa,ITA,MF,Atalanta,Serie A,18,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
816,Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,3.9,9,2.29,2,0,0,2,4,1,1,0.25,0,0,0,0,1,0,Matches
817,Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
818,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,25.7,37,1.44,22,0,4,5,3,3,8,0.31,2,0,2,1,2,1,Matches
819,Keita Endo,JPN,"MF,FW",Union Berlin,Bundesliga,22,1997,5.1,14,2.76,8,0,1,0,3,2,0,0.0,0,0,0,0,0,0,Matches
820,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,32.8,67,2.04,55,0,1,2,5,4,6,0.18,5,0,0,0,1,0,Matches
821,Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,15.6,32,2.05,21,0,0,8,1,2,3,0.19,1,0,0,2,0,0,Matches
822,Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,15.4,51,3.31,30,18,0,3,0,0,2,0.13,2,0,0,0,0,0,Matches
823,Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,20.0,4,0.2,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
824,Patrick Erras,GER,"FW,MF",Werder Bremen,Bundesliga,25,1995,0.3,2,6.92,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
825,Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,8.1,12,1.47,9,0,0,1,1,1,3,0.37,2,0,0,1,0,0,Matches
826,Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
827,Dani Escriche,ESP,"FW,MF",Huesca,La Liga,22,1998,9.5,23,2.42,17,0,2,0,3,1,3,0.32,2,0,1,0,0,0,Matches
828,Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,6.3,11,1.75,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
829,Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,28.9,22,0.76,16,4,1,0,0,1,5,0.17,4,0,1,0,0,0,Matches
830,Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,2.6,3,1.17,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
831,Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,19.6,47,2.39,33,8,0,6,0,0,9,0.46,4,2,0,3,0,0,Matches
832,Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,13.0,28,2.16,24,0,1,1,2,0,3,0.23,2,0,0,0,1,0,Matches
833,Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1997,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
834,Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,9.8,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
835,Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,27.5,14,0.51,14,0,0,0,0,0,4,0.15,4,0,0,0,0,0,Matches
836,Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,27.3,84,3.08,48,17,7,3,6,3,5,0.18,4,0,0,1,0,0,Matches
837,Valentin Eysseric,FRA,"MF,FW",Fiorentina,Serie A,28,1992,8.1,16,1.98,11,2,1,2,0,0,2,0.25,1,0,0,1,0,0,Matches
838,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,28.4,83,2.92,48,13,10,2,8,2,12,0.42,4,2,4,1,1,0,Matches
839,Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
840,Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
841,Fabinho,BRA,"DF,MF",Liverpool,Premier League,26,1993,28.5,23,0.81,20,0,0,0,2,1,4,0.14,3,0,0,0,1,0,Matches
842,Fábio,BRA,DF,Nantes,Ligue 1,30,1990,16.7,28,1.67,22,3,0,0,3,0,3,0.18,2,0,0,0,1,0,Matches
