Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2496,Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,21.7,775,1036,74.8,16890,6491,222,269,82.5,404,478,84.5,138,258,53.5,2,0.5,1.5,8,66,9,0,81,Matches
2497,Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20,2000,1.0,55,61,90.2,1134,280,17,18,94.4,31,34,91.2,7,7,100.0,0,0.0,0.0,0,2,0,0,4,Matches
2498,Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,31.0,1290,1520,84.9,30809,8377,238,281,84.7,716,787,91.0,330,430,76.7,0,0.2,-0.2,4,86,11,0,106,Matches
2499,Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,17.4,481,661,72.8,8369,2196,239,293,81.6,178,239,74.5,53,95,55.8,4,2.5,1.5,19,47,22,7,58,Matches
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1.0,23,28,82.1,512,236,8,8,100.0,8,8,100.0,7,12,58.3,0,0.0,0.0,0,0,0,0,0,Matches
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,14.2,958,1115,85.9,20536,7498,291,319,91.2,483,529,91.3,177,246,72.0,1,0.3,0.7,3,58,3,1,61,Matches
2502,Dale Stephens,ENG,MF,Burnley,Premier League,31,1989,2.9,103,124,83.1,1894,528,44,49,89.8,39,46,84.8,17,23,73.9,0,0.0,0.0,0,7,3,0,12,Matches
2503,Jack Stephens,ENG,DF,Southampton,Premier League,26,1994,17.1,845,1016,83.2,17222,6271,280,317,88.3,439,490,89.6,117,187,62.6,0,0.5,-0.5,8,67,11,0,60,Matches
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,28.2,962,1127,85.4,12874,2421,637,699,91.1,255,286,89.2,31,50,62.0,7,4.8,2.2,38,38,29,5,62,Matches
2505,Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30,1990,30.0,1106,1427,77.5,19176,8176,557,610,91.3,424,529,80.2,112,238,47.1,1,1.6,-0.6,18,88,30,8,116,Matches
2506,Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,21.8,860,1049,82.0,14565,3333,437,503,86.9,289,354,81.6,100,135,74.1,8,5.6,2.4,44,69,21,4,87,Matches
2507,Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,6.0,273,393,69.5,5108,1683,124,149,83.2,103,147,70.1,41,85,48.2,0,0.9,-0.9,10,25,9,4,32,Matches
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,21.5,1615,1713,94.3,31548,7992,594,620,95.8,796,822,96.8,210,245,85.7,0,0.1,-0.1,2,113,4,0,75,Matches
2509,Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9.0,287,344,83.4,7308,4744,79,79,100.0,104,105,99.0,97,153,63.4,0,0.0,0.0,0,3,0,0,1,Matches
2510,Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,20.5,677,834,81.2,13071,3661,298,336,88.7,267,317,84.2,101,146,69.2,0,0.9,-0.9,14,59,9,1,72,Matches
2511,Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,2.6,152,180,84.4,3030,787,59,66,89.4,59,66,89.4,30,42,71.4,0,0.3,-0.3,3,18,1,0,18,Matches
2512,Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,14.6,691,854,80.9,12443,3313,315,362,87.0,294,335,87.8,74,126,58.7,4,2.4,1.6,22,73,17,4,61,Matches
2513,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,20,1999,23.1,1097,1259,87.1,24438,6594,275,306,89.9,616,660,93.3,196,272,72.1,0,0.2,-0.2,5,48,2,0,47,Matches
2514,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,29.3,1056,1343,78.6,17714,7712,538,596,90.3,401,498,80.5,91,192,47.4,0,1.0,-1.0,11,69,24,8,110,Matches
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,4.7,137,183,74.9,2675,551,52,66,78.8,59,75,78.7,22,31,71.0,0,0.0,0.0,0,8,3,1,9,Matches
2516,Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,4.9,173,245,70.6,3407,694,67,86,77.9,78,95,82.1,25,52,48.1,0,0.2,-0.2,4,7,2,1,17,Matches
2517,Damián Suárez,URU,DF,Getafe,La Liga,32,1988,27.0,855,1293,66.1,17440,10003,317,390,81.3,393,547,71.8,133,312,42.6,0,0.7,-0.7,18,114,25,13,138,Matches
2518,Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,31.7,1627,2015,80.7,28386,7678,760,848,89.6,662,767,86.3,167,308,54.2,9,5.0,4.0,42,153,33,4,170,Matches
2519,Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,27.9,444,603,73.6,6925,1127,264,336,78.6,114,155,73.5,41,58,70.7,3,3.3,-0.3,27,30,23,1,39,Matches
2520,Marek Suchý,CZE,DF,Augsburg,Bundesliga,32,1988,3.4,120,138,87.0,2444,873,30,35,85.7,73,76,96.1,16,26,61.5,0,0.0,0.0,0,5,1,1,8,Matches
2521,Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24,1995,16.7,1194,1312,91.0,24844,8251,368,392,93.9,629,671,93.7,188,233,80.7,0,0.3,-0.3,8,98,14,4,94,Matches
2522,Suso,ESP,FW,Sevilla,La Liga,26,1993,24.6,991,1218,81.4,18591,4735,469,514,91.2,384,453,84.8,127,209,60.8,4,4.5,-0.5,42,93,54,19,111,Matches
2523,Bosko Sutalo,CRO,DF,Atalanta,Serie A,20,2000,2.6,130,155,83.9,2079,787,69,80,86.3,53,61,86.9,8,9,88.9,0,0.2,-0.2,2,7,0,0,8,Matches
2524,Mattias Svanberg,SWE,MF,Bologna,Serie A,21,1999,20.6,526,655,80.3,9689,2794,229,270,84.8,218,256,85.2,67,95,70.5,2,2.5,-0.5,16,51,18,0,70,Matches
2525,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20,2000,0.1,3,6,50.0,49,3,1,1,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2526,Issiaga Sylla,GUI,DF,Lens,Ligue 1,26,1994,12.4,531,685,77.5,9304,3611,251,297,84.5,224,270,83.0,49,89,55.1,0,0.4,-0.4,9,26,13,8,63,Matches
2527,Eddy Sylvestre,FRA,"FW,MF",Nice,Ligue 1,20,1999,1.1,32,38,84.2,486,58,20,22,90.9,11,13,84.6,1,3,33.3,0,0.0,0.0,0,1,0,0,2,Matches
2528,Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32,1987,8.1,113,210,53.8,1679,512,65,114,57.0,27,49,55.1,10,19,52.6,0,0.6,-0.6,5,12,3,0,16,Matches
2529,Wojciech Szczęsny,POL,GK,Juventus,Serie A,30,1990,29.7,910,1015,89.7,23295,12081,186,186,100.0,445,450,98.9,278,375,74.1,1,0.1,0.9,1,4,0,0,1,Matches
2530,Frederik Sørensen,DEN,DF,Köln,Bundesliga,28,1992,1.1,38,50,76.0,896,428,4,7,57.1,26,28,92.9,7,13,53.8,0,0.1,-0.1,1,5,1,0,4,Matches
2531,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,16.0,361,480,75.2,4886,962,228,278,82.0,98,139,70.5,14,24,58.3,3,2.2,0.8,26,16,23,2,35,Matches
2532,Tachi,ESP,DF,Alavés,La Liga,22,1997,9.4,254,347,73.2,6397,2508,53,64,82.8,126,139,90.6,73,137,53.3,0,0.1,-0.1,1,17,0,0,16,Matches
2533,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24,1996,24.7,1773,1951,90.9,39041,9982,431,464,92.9,1003,1057,94.9,329,408,80.6,0,0.1,-0.1,2,101,5,1,105,Matches
2534,Waniss Taibi,FRA,MF,Angers,Ligue 1,18,2002,0.4,28,32,87.5,441,65,13,15,86.7,12,13,92.3,2,3,66.7,0,0.0,0.0,1,2,0,0,1,Matches
2535,Flavien Tait,FRA,"MF,FW",Rennes,Ligue 1,27,1993,15.2,695,826,84.1,13114,2949,306,350,87.4,265,300,88.3,110,138,79.7,3,2.3,0.7,22,62,18,1,69,Matches
2536,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26,1994,25.6,821,1024,80.2,15283,3281,343,410,83.7,354,412,85.9,107,162,66.0,0,1.9,-1.9,15,70,25,2,87,Matches
2537,Japhet Tanganga,ENG,DF,Tottenham,Premier League,21,1999,5.4,193,229,84.3,2901,1163,107,119,89.9,72,81,88.9,7,17,41.2,0,0.0,0.0,0,6,3,1,12,Matches
2538,Renato Tapia,PER,MF,Celta Vigo,La Liga,25,1995,30.0,1297,1570,82.6,26674,5994,477,545,87.5,567,631,89.9,227,339,67.0,1,0.9,0.1,10,87,8,1,89,Matches
2539,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21,1999,29.5,2497,2745,91.0,57962,16063,542,579,93.6,1384,1465,94.5,557,670,83.1,0,0.5,-0.5,3,145,10,0,145,Matches
2540,Matt Targett,ENG,DF,Aston Villa,Premier League,24,1995,37.8,1653,2147,77.0,30781,15309,738,825,89.5,659,828,79.6,217,400,54.3,2,3.1,-1.1,44,159,53,15,222,Matches
2541,James Tarkowski,ENG,DF,Burnley,Premier League,27,1992,36.0,840,1167,72.0,20747,7676,221,286,77.3,374,458,81.7,240,401,59.9,0,0.7,-0.7,10,69,13,2,76,Matches
2542,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34,1986,1.0,24,27,88.9,483,297,9,9,100.0,13,13,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Matches
2543,Percy Tau,RSA,"FW,MF",Brighton,Premier League,26,1994,1.1,22,29,75.9,322,67,11,15,73.3,10,11,90.9,0,2,0.0,1,0.3,0.7,3,1,1,0,2,Matches
2544,Niklas Tauer,GER,"MF,DF",Mainz 05,Bundesliga,19,2001,0.8,17,27,63.0,326,196,7,9,77.8,7,12,58.3,3,6,50.0,0,0.0,0.0,1,1,1,1,3,Matches
2545,Heriberto Tavares,POR,"MF,FW",Brest,Ligue 1,23,1997,0.5,10,12,83.3,192,35,4,6,66.7,5,5,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
2546,Sidnei Tavares,POR,MF,Leicester City,Premier League,18,2001,0.9,19,26,73.1,309,52,11,16,68.8,7,8,87.5,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
2547,Tomás Tavares,POR,"MF,DF",Alavés,La Liga,19,2001,0.7,18,22,81.8,261,80,11,12,91.7,6,7,85.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
2548,Charlie Taylor,ENG,DF,Burnley,Premier League,26,1993,27.0,907,1298,69.9,16840,7035,429,491,87.4,348,455,76.5,121,302,40.1,1,1.8,-0.8,15,73,25,19,66,Matches
2549,Neil Taylor,WAL,DF,Aston Villa,Premier League,31,1989,0.2,10,11,90.9,120,29,8,8,100.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2550,Allan Tchaptchet,FRA,DF,Southampton,Premier League,18,2001,0.1,0,2,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2551,Warren Tchimbembé,FRA,"MF,FW",Metz,Ligue 1,22,1998,5.5,220,257,85.6,3876,838,97,113,85.8,98,111,88.3,18,25,72.0,0,0.1,-0.1,1,18,2,1,9,Matches
2552,Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20,2000,34.0,1552,1852,83.8,29434,7186,625,713,87.7,698,786,88.8,200,294,68.0,4,2.1,1.9,17,154,25,1,162,Matches
2553,Álvaro Tejero,ESP,DF,Eibar,La Liga,24,1996,1.2,75,99,75.8,1458,583,30,34,88.2,32,40,80.0,12,23,52.2,0,0.2,-0.2,4,3,5,3,8,Matches
2554,Nathan Tella,ENG,"FW,MF",Southampton,Premier League,21,1999,8.3,107,146,73.3,1677,313,60,74,81.1,33,41,80.5,9,14,64.3,1,0.8,0.2,6,4,8,4,6,Matches
2555,Alex Telles,BRA,DF,Manchester Utd,Premier League,27,1992,7.7,459,570,80.5,7690,3146,235,250,94.0,168,198,84.8,43,104,41.3,2,1.1,0.9,12,35,14,2,50,Matches
2556,Andrés Tello,COL,"DF,MF",Benevento,Serie A,23,1996,4.6,134,193,69.4,2407,948,63,75,84.0,49,69,71.0,17,37,45.9,0,0.0,0.0,1,13,1,0,16,Matches
2557,Cristian Tello,ESP,"FW,MF",Betis,La Liga,28,1991,14.3,391,498,78.5,6635,1798,198,226,87.6,148,189,78.3,40,55,72.7,3,2.7,0.3,21,19,21,6,44,Matches
2558,Lino Tempelmann,GER,"MF,DF",Freiburg,Bundesliga,21,1999,3.0,126,161,78.3,2584,488,42,52,80.8,58,67,86.6,23,30,76.7,0,0.0,0.0,1,11,1,0,8,Matches
2559,Hidde ter Avest,NED,DF,Udinese,Serie A,23,1997,3.9,155,210,73.8,2792,1344,75,93,80.6,63,80,78.8,15,30,50.0,0,0.0,0.0,0,13,1,0,14,Matches
2560,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28,1992,31.0,921,1035,89.0,24253,14416,171,171,100.0,452,458,98.7,294,402,73.1,0,0.0,0.0,0,2,0,0,1,Matches
2561,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30,1990,3.0,48,87,55.2,2190,1758,2,2,100.0,12,12,100.0,34,73,46.6,0,0.0,0.0,0,2,0,0,0,Matches
2562,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,23,1997,27.1,642,799,80.4,9949,1672,369,449,82.2,213,253,84.2,46,53,86.8,7,4.5,2.5,41,34,20,5,50,Matches
2563,Claudio Terzi,ITA,DF,Spezia,Serie A,36,1984,20.8,1107,1323,83.7,27578,9207,265,292,90.8,498,545,91.4,340,469,72.5,1,0.1,0.9,3,103,8,0,73,Matches
2564,Kenny Tete,NED,DF,Lyon,Ligue 1,24,1995,0.2,21,24,87.5,331,93,12,12,100.0,9,10,90.0,0,1,0.0,0,0.0,0.0,0,2,0,0,2,Matches
2565,Kenny Tete,NED,DF,Fulham,Premier League,24,1995,16.5,642,863,74.4,11784,4782,282,335,84.2,267,340,78.5,77,129,59.7,1,1.6,-0.6,17,35,25,19,54,Matches
2566,Cedric Teuchert,GER,"FW,MF",Union Berlin,Bundesliga,23,1997,8.4,149,205,72.7,2471,781,78,103,75.7,46,57,80.7,17,29,58.6,1,1.0,0.0,8,15,5,0,19,Matches
2567,Florian Thauvin,FRA,"FW,MF",Marseille,Ligue 1,27,1993,30.4,1010,1430,70.6,17226,5833,538,636,84.6,317,419,75.7,121,283,42.8,8,9.0,-1.0,59,93,51,9,137,Matches
2568,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18,2001,16.1,622,761,81.7,13315,4134,160,196,81.6,349,383,91.1,107,166,64.5,0,0.1,-0.1,2,22,2,0,27,Matches
2569,Jan Thielmann,GER,"FW,MF",Köln,Bundesliga,18,2002,11.4,229,359,63.8,3526,1201,121,149,81.2,79,113,69.9,17,51,33.3,3,0.7,2.3,9,21,3,2,24,Matches
2570,Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,25,1995,14.0,504,604,83.4,8011,2130,290,329,88.1,158,174,90.8,46,64,71.9,1,2.1,-1.1,21,31,21,3,54,Matches
2571,William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17,2003,0.0,0,1,0.0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2572,Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,10.8,359,484,74.2,5636,1957,205,240,85.4,126,166,75.9,22,54,40.7,0,0.2,-0.2,5,22,7,2,28,Matches
2573,Romain Thomas,FRA,DF,Angers,Ligue 1,32,1988,33.6,1434,1643,87.3,33887,11278,357,381,93.7,698,741,94.2,363,493,73.6,0,0.0,0.0,1,63,0,0,68,Matches
2574,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26,1993,29.2,874,1148,76.1,14951,3034,419,518,80.9,339,431,78.7,90,130,69.2,1,4.7,-3.7,34,67,23,3,71,Matches
2575,Erik Thommy,GER,"DF,FW",Stuttgart,Bundesliga,25,1994,3.5,103,143,72.0,1928,471,52,59,88.1,32,46,69.6,17,28,60.7,2,0.9,1.1,7,7,4,2,8,Matches
2576,Morten Thorsby,NOR,MF,Sampdoria,Serie A,24,1996,29.4,761,1002,75.9,11484,3797,435,521,83.5,255,340,75.0,43,76,56.6,1,0.9,0.1,14,66,6,1,68,Matches
2577,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22,1997,19.2,420,590,71.2,6042,1409,266,343,77.6,120,172,69.8,22,39,56.4,3,2.0,1.0,14,24,10,2,37,Matches
2578,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19,2001,16.6,849,965,88.0,15761,3032,342,378,90.5,382,415,92.0,104,143,72.7,0,0.3,-0.3,5,62,16,2,72,Matches
2579,Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,0.1,3,5,60.0,57,3,0,0,0.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2580,Youri Tielemans,BEL,MF,Leicester City,Premier League,23,1997,37.3,2011,2559,78.6,38768,9963,788,893,88.2,910,1049,86.7,282,538,52.4,4,3.3,0.7,48,212,43,4,206,Matches
2581,Kieran Tierney,SCO,DF,Arsenal,Premier League,23,1997,25.5,1136,1490,76.2,20866,6069,480,550,87.3,521,625,83.4,127,271,46.9,3,4.1,-1.1,33,56,34,14,98,Matches
2582,Steffen Tigges,GER,FW,Dortmund,Bundesliga,22,1998,0.6,11,22,50.0,213,78,4,10,40.0,3,6,50.0,3,5,60.0,0,0.0,0.0,0,2,0,0,4,Matches
2583,Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,1.4,22,35,62.9,261,44,13,16,81.3,7,13,53.8,0,0,0.0,0,0.0,0.0,1,2,0,0,0,Matches
2584,David Timor,ESP,"MF,DF",Getafe,La Liga,30,1989,15.5,390,603,64.7,9679,3496,138,175,78.9,135,194,69.6,109,217,50.2,0,0.9,-0.9,12,65,4,2,58,Matches
2585,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20,1999,14.8,980,1096,89.4,22363,6634,246,268,91.8,516,541,95.4,211,275,76.7,0,0.1,-0.1,3,76,3,1,58,Matches
2586,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27,1992,31.2,770,991,77.7,12323,2860,418,488,85.7,283,362,78.2,51,86,59.3,6,6.1,-0.1,43,42,40,5,95,Matches
2587,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,8.7,469,546,85.9,9717,2625,171,196,87.2,205,223,91.9,86,106,81.1,0,0.5,-0.5,9,68,5,1,51,Matches
2588,Jeremy Toljan,GER,DF,Sassuolo,Serie A,25,1994,16.6,788,888,88.7,12796,3343,403,432,93.3,317,352,90.1,56,79,70.9,2,1.0,1.0,13,48,14,4,43,Matches
2589,Rafael Tolói,ITA,DF,Atalanta,Serie A,29,1990,28.2,1378,1647,83.7,26244,9111,576,615,93.7,611,702,87.0,176,286,61.5,0,0.9,-0.9,14,139,19,3,142,Matches
2590,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21,1998,30.2,1380,1646,83.8,27177,9938,508,559,90.9,655,753,87.0,202,296,68.2,0,0.5,-0.5,8,128,10,3,127,Matches
2591,James Tomkins,ENG,DF,Crystal Palace,Premier League,31,1989,6.1,129,164,78.7,2909,907,32,36,88.9,67,72,93.1,29,52,55.8,0,0.1,-0.1,1,12,0,0,4,Matches
2592,Fikayo Tomori,ENG,DF,Chelsea,Premier League,22,1997,0.5,27,29,93.1,574,161,6,6,100.0,17,18,94.4,4,5,80.0,0,0.0,0.0,0,0,0,0,0,Matches
2593,Fikayo Tomori,ENG,DF,Milan,Serie A,22,1997,16.3,801,884,90.6,16890,5467,208,221,94.1,461,485,95.1,123,165,74.5,0,0.0,0.0,0,33,0,0,37,Matches
2594,Sandro Tonali,ITA,MF,Milan,Serie A,20,2000,14.8,633,769,82.3,12016,3077,258,301,85.7,270,309,87.4,93,131,71.0,0,1.3,-1.3,16,64,11,1,55,Matches
2595,Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30,1990,19.8,756,917,82.4,17235,4510,191,219,87.2,387,430,90.0,163,245,66.5,0,0.0,0.0,0,26,0,0,34,Matches
2596,Toño,ESP,DF,Levante,La Liga,30,1989,8.1,334,408,81.9,5378,2172,187,202,92.6,120,138,87.0,24,51,47.1,2,0.4,1.6,5,19,7,3,34,Matches
2597,Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31,1989,21.6,875,1049,83.4,18317,5850,264,287,92.0,468,522,89.7,139,227,61.2,0,0.0,0.0,1,43,0,0,56,Matches
2598,Tyron Tormin,FRA,"MF,FW",Saint-Étienne,Ligue 1,19,2001,0.2,8,9,88.9,139,24,5,5,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0,1,0,0,1,Matches
2599,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28,1992,1.9,32,44,72.7,408,67,20,26,76.9,7,9,77.8,2,3,66.7,0,0.4,-0.4,3,1,1,0,1,Matches
2600,Lucas Torreira,URU,"MF,FW",Atlético Madrid,La Liga,24,1996,5.8,286,322,88.8,4769,1287,139,153,90.8,115,125,92.0,24,32,75.0,0,0.6,-0.6,3,23,3,0,24,Matches
2601,Ferrán Torres,ESP,"FW,MF",Manchester City,Premier League,20,2000,14.5,360,442,81.4,5793,1046,189,217,87.1,138,158,87.3,22,48,45.8,2,1.9,0.1,18,16,15,2,34,Matches
2602,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,25,1994,15.6,875,1031,84.9,18798,4314,364,393,92.6,301,342,88.0,190,261,72.8,3,1.7,1.3,28,119,28,7,86,Matches
2603,Pau Torres,ESP,DF,Villarreal,La Liga,23,1997,33.0,1822,2042,89.2,40769,13464,521,554,94.0,901,957,94.1,388,503,77.1,2,1.1,0.9,5,140,3,0,138,Matches
2604,Roberto Torres,ESP,"MF,FW",Osasuna,La Liga,31,1989,21.0,525,774,67.8,10764,3682,233,290,80.3,185,250,74.0,100,199,50.3,1,1.5,-0.5,19,61,27,9,78,Matches
2605,Lucas Torró,ESP,MF,Osasuna,La Liga,26,1994,17.2,529,675,78.4,9423,2598,242,295,82.0,199,249,79.9,70,102,68.6,1,0.6,0.4,6,53,3,0,39,Matches
2606,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22,1997,10.8,555,631,88.0,12994,4375,103,115,89.6,332,354,93.8,119,150,79.3,0,0.7,-0.7,4,33,1,0,35,Matches
2607,Cenk Tosun,TUR,FW,Everton,Premier League,29,1991,0.5,8,10,80.0,151,14,4,4,100.0,3,3,100.0,1,2,50.0,0,0.1,-0.1,1,0,0,0,0,Matches
2608,Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26,1994,18.7,799,939,85.1,14791,3271,328,380,86.3,363,415,87.5,94,121,77.7,2,1.8,0.2,16,85,7,0,71,Matches
2609,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24,1996,7.8,225,342,65.8,3865,2003,119,155,76.8,73,104,70.2,27,55,49.1,1,1.2,-0.2,12,15,21,14,33,Matches
2610,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23,1997,23.2,669,848,78.9,14897,3465,192,235,81.7,335,382,87.7,133,200,66.5,0,1.0,-1.0,7,70,3,1,59,Matches
2611,Andros Townsend,ENG,"MF,FW",Crystal Palace,Premier League,29,1991,25.1,587,864,67.9,10358,3963,299,354,84.5,180,243,74.1,85,207,41.1,5,3.7,1.3,39,42,40,20,75,Matches
2612,Conor Townsend,ENG,DF,West Brom,Premier League,27,1993,24.8,881,1176,74.9,16373,7926,371,418,88.8,405,508,79.7,94,216,43.5,2,2.1,-0.1,22,78,25,15,118,Matches
2613,Mattéo Tramoni,FRA,"FW,MF",Cagliari,Serie A,20,2000,0.8,10,13,76.9,145,53,6,7,85.7,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Matches
2614,Adama Traoré,ESP,FW,Wolves,Premier League,24,1996,29.4,579,879,65.9,9466,2410,298,384,77.6,211,313,67.4,52,103,50.5,2,5.4,-3.4,56,43,26,16,63,Matches
2615,Amadou Traore,FRA,"MF,FW",Bordeaux,Ligue 1,18,2002,3.4,74,103,71.8,992,212,47,61,77.0,18,24,75.0,3,8,37.5,1,0.8,0.2,6,0,4,3,4,Matches
2616,Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24,1995,25.7,567,796,71.2,10891,2662,247,304,81.3,214,274,78.1,94,179,52.5,6,3.3,2.7,34,28,26,7,62,Matches
2617,Boubacar Traoré,MLI,MF,Metz,Ligue 1,18,2001,0.6,34,47,72.3,625,177,16,20,80.0,15,19,78.9,3,7,42.9,0,0.0,0.0,0,6,0,0,5,Matches
2618,Chaka Traorè,CIV,"DF,FW",Parma,Serie A,15,2004,0.2,6,10,60.0,78,28,4,6,66.7,2,4,50.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2619,Charles Traore,MLI,DF,Nantes,Ligue 1,28,1992,18.9,670,944,71.0,12594,5154,289,329,87.8,299,409,73.1,78,174,44.8,0,0.1,-0.1,4,58,9,2,64,Matches
2620,Cheick Traoré,MLI,DF,Lens,Ligue 1,25,1995,0.4,17,24,70.8,270,129,9,9,100.0,7,11,63.6,1,4,25.0,0,0.0,0.0,0,0,0,0,1,Matches
2621,Hamari Traoré,MLI,DF,Rennes,Ligue 1,28,1992,33.3,2034,2442,83.3,37544,11954,831,930,89.4,952,1090,87.3,222,342,64.9,1,3.3,-2.3,34,155,55,23,196,Matches
2622,Ibrahima Traoré,GUI,"FW,DF",M'Gladbach,Bundesliga,32,1988,1.1,33,50,66.0,427,135,18,24,75.0,10,15,66.7,1,5,20.0,0,0.2,-0.2,1,1,1,0,3,Matches
2623,Ismaël Traoré,CIV,DF,Angers,Ligue 1,33,1986,33.3,1460,1700,85.9,30805,11698,412,442,93.2,808,872,92.7,224,355,63.1,3,0.7,2.3,7,73,6,1,68,Matches
2624,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30,1990,33.0,944,1352,69.8,28685,19176,190,191,99.5,402,404,99.5,349,754,46.3,0,0.0,0.0,0,14,0,0,0,Matches
2625,Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27,1992,22.6,1080,1410,76.6,19878,9841,498,551,90.4,449,550,81.6,115,247,46.6,2,2.7,-0.7,29,80,31,14,106,Matches
2626,Trézéguet,EGY,FW,Aston Villa,Premier League,25,1994,13.0,228,328,69.5,3782,1102,107,140,76.4,87,120,72.5,23,42,54.8,1,2.0,-1.0,12,22,6,3,28,Matches
2627,Manu Trigueros,ESP,MF,Villarreal,La Liga,28,1991,28.1,1397,1625,86.0,25208,6986,636,704,90.3,576,637,90.4,161,234,68.8,6,5.1,0.9,33,168,47,4,142,Matches
2628,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33,1987,28.6,1106,1548,71.4,21603,9056,484,545,88.8,416,528,78.8,193,417,46.3,9,4.9,4.1,55,57,35,26,90,Matches
2629,Francisco Trincão,POR,"FW,MF",Barcelona,La Liga,20,1999,7.8,332,393,84.5,4756,926,197,221,89.1,104,116,89.7,17,25,68.0,2,1.0,1.0,7,12,10,1,24,Matches
